Date,Zone,District,Latitude,Longitude,Rainfall_Observed_mm,Tmax_C,Tmin_C,Relative_Humidity_pct,Solar_Radiation_MJm2
2026-01-28,Red_Laterite_Zone,Jhargram,22.45,86.98,0.0,26.22,11.96,76.2,14.26
2026-01-29,Red_Laterite_Zone,Jhargram,22.45,86.98,0.0,25.99,13.48,80.6,13.26
2026-01-30,Red_Laterite_Zone,Jhargram,22.45,86.98,0.0,25.39,13.28,76.9,10.6
2026-01-31,Red_Laterite_Zone,Jhargram,22.45,86.98,0.0,25.19,11.37,73.2,12.24
2026-02-01,Red_Laterite_Zone,Jhargram,22.45,86.98,0.0,25.08,11.61,72.2,12.92
2026-02-02,Red_Laterite_Zone,Jhargram,22.45,86.98,0.0,24.83,11.56,69.6,16.55
2026-02-03,Red_Laterite_Zone,Jhargram,22.45,86.98,0.0,25.39,11.17,67.6,16.34
2026-02-04,Red_Laterite_Zone,Jhargram,22.45,86.98,0.0,26.05,12.73,72.7,15.13
2026-02-05,Red_Laterite_Zone,Jhargram,22.45,86.98,0.0,26.76,13.02,73.9,16.02
2026-02-06,Red_Laterite_Zone,Jhargram,22.45,86.98,0.0,25.31,11.41,68.0,18.5
2026-02-07,Red_Laterite_Zone,Jhargram,22.45,86.98,0.0,25.32,9.48,64.7,20.2
2026-02-08,Red_Laterite_Zone,Jhargram,22.45,86.98,0.0,26.84,9.88,61.8,19.93
2026-02-09,Red_Laterite_Zone,Jhargram,22.45,86.98,0.0,25.83,10.39,62.2,19.56
2026-02-10,Red_Laterite_Zone,Jhargram,22.45,86.98,0.0,26.83,9.84,58.3,19.46
2026-02-11,Red_Laterite_Zone,Jhargram,22.45,86.98,0.0,27.24,10.79,60.2,19.07
2026-02-12,Red_Laterite_Zone,Jhargram,22.45,86.98,0.0,27.82,12.44,62.9,19.23
2026-02-13,Red_Laterite_Zone,Jhargram,22.45,86.98,0.0,27.17,11.11,59.8,19.53
2026-02-14,Red_Laterite_Zone,Jhargram,22.45,86.98,0.0,28.45,12.11,63.6,19.16
2026-02-15,Red_Laterite_Zone,Jhargram,22.45,86.98,0.0,28.32,12.44,61.0,19.06
2026-02-16,Red_Laterite_Zone,Jhargram,22.45,86.98,0.0,27.78,11.49,57.7,19.73
2026-02-17,Red_Laterite_Zone,Jhargram,22.45,86.98,0.0,28.01,11.59,56.9,19.99
2026-02-18,Red_Laterite_Zone,Jhargram,22.45,86.98,0.0,28.75,11.53,52.7,20.28
2026-02-19,Red_Laterite_Zone,Jhargram,22.45,86.98,0.0,29.35,13.05,53.5,18.62
2026-02-20,Red_Laterite_Zone,Jhargram,22.45,86.98,0.0,30.14,15.36,58.7,17.98
2026-02-21,Red_Laterite_Zone,Jhargram,22.45,86.98,0.0,30.43,15.86,54.5,17.8
2026-02-22,Red_Laterite_Zone,Jhargram,22.45,86.98,0.0,30.59,17.82,60.4,16.65
2026-02-23,Red_Laterite_Zone,Jhargram,22.45,86.98,1.92,30.72,17.08,67.3,17.01
2026-02-24,Red_Laterite_Zone,Jhargram,22.45,86.98,3.89,29.19,16.82,69.2,14.68
2026-02-25,Red_Laterite_Zone,Jhargram,22.45,86.98,0.07,29.64,17.18,62.9,18.7
2026-02-26,Red_Laterite_Zone,Jhargram,22.45,86.98,0.0,29.16,13.33,52.3,20.19
2026-02-27,Red_Laterite_Zone,Jhargram,22.45,86.98,0.0,30.79,14.17,54.1,21.59
2026-02-28,Red_Laterite_Zone,Jhargram,22.45,86.98,0.0,31.77,14.43,54.1,21.06
2026-03-01,Red_Laterite_Zone,Jhargram,22.45,86.98,0.0,32.52,16.54,66.6,20.14
2026-03-02,Red_Laterite_Zone,Jhargram,22.45,86.98,0.0,32.7,18.59,61.2,22.38
2026-03-03,Red_Laterite_Zone,Jhargram,22.45,86.98,0.0,32.0,14.0,46.1,23.07
2026-03-04,Red_Laterite_Zone,Jhargram,22.45,86.98,0.0,31.48,14.36,49.2,21.99
2026-03-05,Red_Laterite_Zone,Jhargram,22.45,86.98,0.0,31.53,14.73,54.7,20.04
2026-03-06,Red_Laterite_Zone,Jhargram,22.45,86.98,0.0,31.6,18.7,67.3,17.4
2026-03-07,Red_Laterite_Zone,Jhargram,22.45,86.98,0.0,31.65,18.7,74.9,14.32
2026-03-08,Red_Laterite_Zone,Jhargram,22.45,86.98,0.01,32.53,20.42,74.3,13.5
2026-03-09,Red_Laterite_Zone,Jhargram,22.45,86.98,0.05,33.33,20.8,73.0,13.19
2026-03-10,Red_Laterite_Zone,Jhargram,22.45,86.98,0.05,32.97,20.86,72.3,9.71
2026-03-11,Red_Laterite_Zone,Jhargram,22.45,86.98,0.05,34.53,20.86,69.3,12.66
2026-03-12,Red_Laterite_Zone,Jhargram,22.45,86.98,0.03,34.83,21.51,69.0,16.44
2026-03-13,Red_Laterite_Zone,Jhargram,22.45,86.98,0.01,36.78,20.74,64.0,20.27
2026-03-14,Red_Laterite_Zone,Jhargram,22.45,86.98,0.0,37.0,19.43,60.4,20.11
2026-03-15,Red_Laterite_Zone,Jhargram,22.45,86.98,1.86,37.51,20.59,60.0,14.85
2026-03-16,Red_Laterite_Zone,Jhargram,22.45,86.98,12.78,35.26,20.9,68.4,15.39
2026-03-17,Red_Laterite_Zone,Jhargram,22.45,86.98,3.59,35.36,21.34,65.4,16.63
2026-03-18,Red_Laterite_Zone,Jhargram,22.45,86.98,0.27,35.5,20.59,63.1,18.44
2026-03-19,Red_Laterite_Zone,Jhargram,22.45,86.98,0.92,29.96,21.57,76.3,14.58
2026-03-20,Red_Laterite_Zone,Jhargram,22.45,86.98,3.64,34.07,21.6,64.7,12.9
2026-03-21,Red_Laterite_Zone,Jhargram,22.45,86.98,20.89,27.92,19.56,78.0,18.36
2026-03-22,Red_Laterite_Zone,Jhargram,22.45,86.98,0.05,30.01,16.85,67.6,21.98
2026-03-23,Red_Laterite_Zone,Jhargram,22.45,86.98,0.0,31.72,18.14,67.0,23.51
2026-03-24,Red_Laterite_Zone,Jhargram,22.45,86.98,0.0,34.11,18.93,68.6,18.23
2026-03-25,Red_Laterite_Zone,Jhargram,22.45,86.98,0.04,34.59,21.04,63.3,18.82
2026-03-26,Red_Laterite_Zone,Jhargram,22.45,86.98,0.25,34.95,22.17,67.2,18.07
2026-03-27,Red_Laterite_Zone,Jhargram,22.45,86.98,0.8,37.04,20.03,61.8,23.08
2026-03-28,Red_Laterite_Zone,Jhargram,22.45,86.98,5.82,34.38,21.85,70.8,21.99
2026-03-29,Red_Laterite_Zone,Jhargram,22.45,86.98,0.04,37.56,21.95,65.7,21.05
2026-03-30,Red_Laterite_Zone,Jhargram,22.45,86.98,4.31,38.27,23.1,66.8,18.74
2026-03-31,Red_Laterite_Zone,Jhargram,22.45,86.98,4.48,37.08,22.22,66.4,13.36
2026-04-01,Red_Laterite_Zone,Jhargram,22.45,86.98,0.54,37.74,22.98,64.3,25.78
2026-04-02,Red_Laterite_Zone,Jhargram,22.45,86.98,0.0,39.62,22.14,58.0,21.32
2026-04-03,Red_Laterite_Zone,Jhargram,22.45,86.98,1.1,39.42,23.46,55.6,20.75
2026-04-04,Red_Laterite_Zone,Jhargram,22.45,86.98,0.08,39.13,24.15,59.0,16.31
2026-04-05,Red_Laterite_Zone,Jhargram,22.45,86.98,0.94,34.95,24.28,57.6,7.1
2026-04-06,Red_Laterite_Zone,Jhargram,22.45,86.98,1.36,36.45,22.22,60.4,16.82
2026-04-07,Red_Laterite_Zone,Jhargram,22.45,86.98,7.81,34.55,23.11,66.4,19.04
2026-04-08,Red_Laterite_Zone,Jhargram,22.45,86.98,9.02,34.81,23.0,72.4,19.31
2026-04-09,Red_Laterite_Zone,Jhargram,22.45,86.98,7.51,33.59,22.52,71.2,19.55
2026-04-10,Red_Laterite_Zone,Jhargram,22.45,86.98,0.01,35.44,20.17,57.3,24.07
2026-04-11,Red_Laterite_Zone,Jhargram,22.45,86.98,0.0,36.11,19.36,45.2,26.17
2026-04-12,Red_Laterite_Zone,Jhargram,22.45,86.98,0.0,37.7,19.36,50.3,25.33
2026-04-13,Red_Laterite_Zone,Jhargram,22.45,86.98,0.0,39.52,22.09,61.9,21.18
2026-04-14,Red_Laterite_Zone,Jhargram,22.45,86.98,0.0,39.22,23.26,58.6,23.43
2026-04-15,Red_Laterite_Zone,Jhargram,22.45,86.98,0.0,40.16,23.04,58.9,21.83
2026-04-16,Red_Laterite_Zone,Jhargram,22.45,86.98,2.79,40.12,24.73,68.8,20.33
2026-04-17,Red_Laterite_Zone,Jhargram,22.45,86.98,1.87,37.44,24.83,70.7,21.31
2026-04-18,Red_Laterite_Zone,Jhargram,22.45,86.98,0.0,40.41,24.91,64.0,20.45
2026-04-19,Red_Laterite_Zone,Jhargram,22.45,86.98,1.15,41.88,24.46,60.3,19.66
2026-04-20,Red_Laterite_Zone,Jhargram,22.45,86.98,2.81,41.96,24.42,53.4,20.4
2026-04-21,Red_Laterite_Zone,Jhargram,22.45,86.98,0.13,42.08,25.82,48.0,20.54
2026-04-22,Red_Laterite_Zone,Jhargram,22.45,86.98,0.0,42.06,23.64,38.8,23.73
2026-04-23,Red_Laterite_Zone,Jhargram,22.45,86.98,0.0,41.77,24.56,49.5,21.42
2026-04-24,Red_Laterite_Zone,Jhargram,22.45,86.98,0.0,41.35,25.19,53.6,21.31
2026-04-25,Red_Laterite_Zone,Jhargram,22.45,86.98,0.0,40.52,25.67,53.5,20.84
2026-04-26,Red_Laterite_Zone,Jhargram,22.45,86.98,0.01,42.39,25.54,54.0,19.29
2026-04-27,Red_Laterite_Zone,Jhargram,22.45,86.98,0.18,45.06,25.61,52.9,20.53
2026-04-28,Red_Laterite_Zone,Jhargram,22.45,86.98,1.54,40.53,26.78,60.2,15.59
2026-04-29,Red_Laterite_Zone,Jhargram,22.45,86.98,18.68,36.43,25.18,67.3,21.98
2026-04-30,Red_Laterite_Zone,Jhargram,22.45,86.98,23.44,35.26,24.78,75.3,20.49
2026-05-01,Red_Laterite_Zone,Jhargram,22.45,86.98,7.57,35.57,23.47,69.5,23.51
2026-05-02,Red_Laterite_Zone,Jhargram,22.45,86.98,3.17,38.68,23.05,64.3,20.92
2026-05-03,Red_Laterite_Zone,Jhargram,22.45,86.98,8.47,36.83,24.72,69.6,23.87
2026-05-04,Red_Laterite_Zone,Jhargram,22.45,86.98,0.65,37.43,25.11,67.8,23.37
2026-05-05,Red_Laterite_Zone,Jhargram,22.45,86.98,6.82,34.82,24.6,71.2,18.34
2026-05-06,Red_Laterite_Zone,Jhargram,22.45,86.98,0.62,36.59,23.03,62.5,20.87
2026-05-07,Red_Laterite_Zone,Jhargram,22.45,86.98,4.58,36.65,23.36,62.9,22.31
2026-05-08,Red_Laterite_Zone,Jhargram,22.45,86.98,7.45,37.6,23.96,65.6,20.38
2026-05-09,Red_Laterite_Zone,Jhargram,22.45,86.98,3.3,36.07,24.47,66.9,23.41
2026-05-10,Red_Laterite_Zone,Jhargram,22.45,86.98,1.41,34.8,23.39,68.8,22.6
2026-05-11,Red_Laterite_Zone,Jhargram,22.45,86.98,0.54,35.85,24.35,68.1,24.53
2026-05-12,Red_Laterite_Zone,Jhargram,22.45,86.98,1.93,35.94,24.1,69.5,18.82
2026-05-13,Red_Laterite_Zone,Jhargram,22.45,86.98,0.91,38.99,24.58,66.2,23.81
2026-05-14,Red_Laterite_Zone,Jhargram,22.45,86.98,1.43,40.33,25.3,64.3,25.49
2026-05-15,Red_Laterite_Zone,Jhargram,22.45,86.98,2.69,40.53,25.82,63.6,20.98
2026-05-16,Red_Laterite_Zone,Jhargram,22.45,86.98,2.59,41.17,26.36,62.0,23.69
2026-05-17,Red_Laterite_Zone,Jhargram,22.45,86.98,1.05,41.45,25.78,57.5,21.23
2026-05-18,Red_Laterite_Zone,Jhargram,22.45,86.98,0.22,42.74,28.08,51.3,23.71
2026-05-19,Red_Laterite_Zone,Jhargram,22.45,86.98,1.18,43.1,27.55,54.6,22.47
2026-05-20,Red_Laterite_Zone,Jhargram,22.45,86.98,2.83,41.47,26.75,60.3,23.46
2026-05-21,Red_Laterite_Zone,Jhargram,22.45,86.98,1.75,43.89,27.24,59.7,21.39
2026-05-22,Red_Laterite_Zone,Jhargram,22.45,86.98,0.0,42.29,27.76,61.3,19.26
2026-05-23,Red_Laterite_Zone,Jhargram,22.45,86.98,0.38,43.45,27.27,53.6,21.76
2026-05-24,Red_Laterite_Zone,Jhargram,22.45,86.98,0.31,42.49,27.57,57.8,22.6
2026-05-25,Red_Laterite_Zone,Jhargram,22.45,86.98,0.71,42.32,27.78,58.8,23.15
2026-05-26,Red_Laterite_Zone,Jhargram,22.45,86.98,2.85,42.08,26.73,60.9,23.07
2026-05-27,Red_Laterite_Zone,Jhargram,22.45,86.98,0.97,40.21,27.26,63.6,14.46
2026-05-28,Red_Laterite_Zone,Jhargram,22.45,86.98,4.47,39.17,27.01,67.3,24.48
2026-05-29,Red_Laterite_Zone,Jhargram,22.45,86.98,9.83,36.8,26.19,66.8,15.06
2026-05-30,Red_Laterite_Zone,Jhargram,22.45,86.98,10.1,35.46,26.23,71.2,7.99
2026-05-31,Red_Laterite_Zone,Jhargram,22.45,86.98,2.96,35.17,26.07,71.3,23.05
2026-06-01,Red_Laterite_Zone,Jhargram,22.45,86.98,0.01,39.23,25.86,61.3,22.95
2026-06-02,Red_Laterite_Zone,Jhargram,22.45,86.98,0.51,37.7,26.93,62.8,20.85
2026-06-03,Red_Laterite_Zone,Jhargram,22.45,86.98,9.19,39.12,26.5,62.1,19.52
2026-06-04,Red_Laterite_Zone,Jhargram,22.45,86.98,9.24,38.48,26.78,65.4,20.86
2026-06-05,Red_Laterite_Zone,Jhargram,22.45,86.98,6.89,39.08,27.86,66.0,21.51
2026-06-06,Red_Laterite_Zone,Jhargram,22.45,86.98,6.71,38.5,27.71,67.8,15.69
2026-06-07,Red_Laterite_Zone,Jhargram,22.45,86.98,10.26,36.83,26.7,71.0,20.87
2026-06-08,Red_Laterite_Zone,Jhargram,22.45,86.98,3.36,40.53,27.16,61.4,22.76
2026-06-09,Red_Laterite_Zone,Jhargram,22.45,86.98,2.04,41.37,27.46,58.6,10.7
2026-06-10,Red_Laterite_Zone,Jhargram,22.45,86.98,2.43,42.14,27.63,59.6,7.61
2026-06-11,Red_Laterite_Zone,Jhargram,22.45,86.98,10.83,36.7,27.33,71.8,21.15
2026-06-12,Red_Laterite_Zone,Jhargram,22.45,86.98,3.36,34.11,26.31,74.1,21.95
2026-06-13,Red_Laterite_Zone,Jhargram,22.45,86.98,1.33,37.5,26.18,67.1,21.78
2026-06-14,Red_Laterite_Zone,Jhargram,22.45,86.98,3.03,37.51,26.58,68.1,23.15
2026-06-15,Red_Laterite_Zone,Jhargram,22.45,86.98,0.18,36.57,27.11,65.5,23.4
2026-06-16,Red_Laterite_Zone,Jhargram,22.45,86.98,1.83,39.14,26.52,64.6,21.48
2026-06-17,Red_Laterite_Zone,Jhargram,22.45,86.98,7.62,38.05,26.69,66.1,22.32
2026-06-18,Red_Laterite_Zone,Jhargram,22.45,86.98,1.03,38.68,27.36,67.5,15.77
2026-06-19,Red_Laterite_Zone,Jhargram,22.45,86.98,23.92,32.07,27.23,79.0,1.18
2026-06-20,Red_Laterite_Zone,Jhargram,22.45,86.98,0.97,35.88,26.15,70.3,21.08
2026-06-21,Red_Laterite_Zone,Jhargram,22.45,86.98,17.28,33.04,26.51,80.5,10.52
2026-06-22,Red_Laterite_Zone,Jhargram,22.45,86.98,4.74,32.76,26.44,77.3,4.68
2026-06-23,Red_Laterite_Zone,Jhargram,22.45,86.98,1.09,37.39,25.91,68.3,20.83
2026-06-24,Red_Laterite_Zone,Jhargram,22.45,86.98,1.61,33.7,27.11,70.8,21.8
2026-06-25,Red_Laterite_Zone,Jhargram,22.45,86.98,6.0,35.07,26.37,73.5,20.19
2026-06-26,Red_Laterite_Zone,Jhargram,22.45,86.98,6.25,35.48,25.88,74.1,20.2
2026-06-27,Red_Laterite_Zone,Jhargram,22.45,86.98,0.09,36.7,25.78,72.0,20.51
2026-06-28,Red_Laterite_Zone,Jhargram,22.45,86.98,3.81,36.23,26.89,73.2,16.85
2026-06-29,Red_Laterite_Zone,Jhargram,22.45,86.98,38.95,32.28,27.36,84.7,20.25
2026-06-30,Red_Laterite_Zone,Jhargram,22.45,86.98,27.41,32.58,26.7,84.1,11.1
2026-07-01,Red_Laterite_Zone,Jhargram,22.45,86.98,17.08,33.04,25.88,82.3,15.75
2026-07-02,Red_Laterite_Zone,Jhargram,22.45,86.98,9.41,31.58,26.16,86.8,14.74
2026-07-03,Red_Laterite_Zone,Jhargram,22.45,86.98,10.62,31.27,26.33,87.1,14.63
2026-07-04,Red_Laterite_Zone,Jhargram,22.45,86.98,14.22,32.35,26.22,86.5,10.92
2026-07-05,Red_Laterite_Zone,Jhargram,22.45,86.98,21.55,31.07,26.09,90.1,7.35
2026-07-06,Red_Laterite_Zone,Jhargram,22.45,86.98,8.64,31.05,25.81,88.1,5.89
2026-07-07,Red_Laterite_Zone,Jhargram,22.45,86.98,4.93,33.65,26.24,81.9,7.84
2026-07-08,Red_Laterite_Zone,Jhargram,22.45,86.98,1.43,32.64,26.48,85.9,12.79
2026-07-09,Red_Laterite_Zone,Jhargram,22.45,86.98,6.43,31.97,26.41,86.5,3.05
2026-07-10,Red_Laterite_Zone,Jhargram,22.45,86.98,14.37,30.84,25.4,85.8,7.66
2026-07-11,Red_Laterite_Zone,Jhargram,22.45,86.98,6.91,34.63,26.03,79.1,18.98
2026-07-12,Red_Laterite_Zone,Jhargram,22.45,86.98,0.01,34.19,26.09,77.9,16.44
2026-07-13,Red_Laterite_Zone,Jhargram,22.45,86.98,20.05,31.85,26.62,82.5,12.1
2026-07-14,Red_Laterite_Zone,Jhargram,22.45,86.98,27.83,32.91,26.11,84.9,4.31
2026-07-15,Red_Laterite_Zone,Jhargram,22.45,86.98,14.09,31.88,26.62,85.5,20.34
2026-07-16,Red_Laterite_Zone,Jhargram,22.45,86.98,8.28,33.45,26.23,84.0,9.77
2026-07-17,Red_Laterite_Zone,Jhargram,22.45,86.98,11.95,32.4,26.94,88.1,7.93
2026-07-18,Red_Laterite_Zone,Jhargram,22.45,86.98,6.33,33.87,26.67,85.7,18.5
2026-07-19,Red_Laterite_Zone,Jhargram,22.45,86.98,1.73,32.59,25.9,85.5,14.45
2026-07-20,Red_Laterite_Zone,Jhargram,22.45,86.98,15.02,29.84,25.89,91.0,11.18
2026-07-21,Red_Laterite_Zone,Jhargram,22.45,86.98,42.86,29.33,25.6,91.4,12.55
2026-07-22,Red_Laterite_Zone,Jhargram,22.45,86.98,15.55,30.45,25.5,88.7,9.18
2026-07-23,Red_Laterite_Zone,Jhargram,22.45,86.98,18.61,30.0,25.12,89.1,6.27
2026-07-24,Red_Laterite_Zone,Jhargram,22.45,86.98,8.9,31.24,24.65,86.0,10.85
2026-07-25,Red_Laterite_Zone,Jhargram,22.45,86.98,8.35,30.12,25.27,88.3,8.77
2026-07-26,Red_Laterite_Zone,Jhargram,22.45,86.98,14.86,31.59,25.58,86.8,15.71
2026-07-27,Red_Laterite_Zone,Jhargram,22.45,86.98,14.8,30.12,25.81,89.2,12.09
2026-07-28,Red_Laterite_Zone,Jhargram,22.45,86.98,51.16,29.62,25.78,93.7,5.62
2026-07-29,Red_Laterite_Zone,Jhargram,22.45,86.98,15.72,30.49,25.72,88.9,8.49
2026-07-30,Red_Laterite_Zone,Jhargram,22.45,86.98,21.98,31.25,25.67,88.8,11.94
2026-07-31,Red_Laterite_Zone,Jhargram,22.45,86.98,8.14,30.76,25.77,89.5,16.03
2026-08-01,Red_Laterite_Zone,Jhargram,22.45,86.98,6.52,32.09,25.57,88.6,15.19
2026-08-02,Red_Laterite_Zone,Jhargram,22.45,86.98,9.0,32.24,26.01,88.7,17.15
2026-08-03,Red_Laterite_Zone,Jhargram,22.45,86.98,9.69,34.3,26.33,86.1,13.23
2026-08-04,Red_Laterite_Zone,Jhargram,22.45,86.98,13.14,31.76,26.71,90.7,18.57
2026-08-05,Red_Laterite_Zone,Jhargram,22.45,86.98,15.73,31.47,26.34,90.2,12.22
2026-08-06,Red_Laterite_Zone,Jhargram,22.45,86.98,13.52,31.57,26.31,88.4,8.61
2026-08-07,Red_Laterite_Zone,Jhargram,22.45,86.98,14.15,31.79,25.53,89.5,12.12
2026-08-08,Red_Laterite_Zone,Jhargram,22.45,86.98,16.47,30.22,25.37,92.2,7.05
2026-08-09,Red_Laterite_Zone,Jhargram,22.45,86.98,12.77,32.35,25.89,89.2,14.13
2026-08-10,Red_Laterite_Zone,Jhargram,22.45,86.98,8.21,31.97,26.11,88.6,18.33
2026-08-11,Red_Laterite_Zone,Jhargram,22.45,86.98,10.3,32.89,25.63,85.9,16.86
2026-08-12,Red_Laterite_Zone,Jhargram,22.45,86.98,10.06,31.58,26.17,85.7,19.77
2026-08-13,Red_Laterite_Zone,Jhargram,22.45,86.98,26.05,29.52,26.32,92.5,9.34
2026-08-14,Red_Laterite_Zone,Jhargram,22.45,86.98,12.62,31.1,25.9,91.7,11.44
2026-08-15,Red_Laterite_Zone,Jhargram,22.45,86.98,12.06,30.74,25.68,91.2,12.41
2026-08-16,Red_Laterite_Zone,Jhargram,22.45,86.98,9.52,32.09,25.94,89.0,15.93
2026-08-17,Red_Laterite_Zone,Jhargram,22.45,86.98,57.06,30.77,26.69,91.9,1.29
2026-08-18,Red_Laterite_Zone,Jhargram,22.45,86.98,44.94,28.72,25.16,92.4,4.55
2026-08-19,Red_Laterite_Zone,Jhargram,22.45,86.98,5.27,30.34,24.58,90.7,10.86
2026-08-20,Red_Laterite_Zone,Jhargram,22.45,86.98,6.23,32.16,25.51,89.1,19.24
2026-08-21,Red_Laterite_Zone,Jhargram,22.45,86.98,5.01,33.15,26.21,87.0,17.22
2026-08-22,Red_Laterite_Zone,Jhargram,22.45,86.98,6.11,32.4,26.72,89.0,17.04
2026-08-23,Red_Laterite_Zone,Jhargram,22.45,86.98,7.55,31.6,25.57,90.3,16.89
2026-08-24,Red_Laterite_Zone,Jhargram,22.45,86.98,10.25,31.4,26.18,90.9,7.17
2026-08-25,Red_Laterite_Zone,Jhargram,22.45,86.98,8.76,30.79,25.88,92.0,16.29
2026-08-26,Red_Laterite_Zone,Jhargram,22.45,86.98,8.38,32.17,26.47,89.5,13.16
2026-08-27,Red_Laterite_Zone,Jhargram,22.45,86.98,5.77,33.9,25.66,85.1,15.95
2026-08-28,Red_Laterite_Zone,Jhargram,22.45,86.98,8.04,33.03,26.95,87.9,20.46
2026-08-29,Red_Laterite_Zone,Jhargram,22.45,86.98,7.18,32.47,26.75,88.7,12.23
2026-08-30,Red_Laterite_Zone,Jhargram,22.45,86.98,10.52,30.96,26.74,91.1,13.82
2026-08-31,Red_Laterite_Zone,Jhargram,22.45,86.98,20.97,28.33,26.33,96.1,9.9
2026-09-01,Red_Laterite_Zone,Jhargram,22.45,86.98,22.1,29.61,26.16,94.1,2.17
2026-09-02,Red_Laterite_Zone,Jhargram,22.45,86.98,8.9,30.47,25.16,90.9,9.71
2026-09-03,Red_Laterite_Zone,Jhargram,22.45,86.98,6.17,29.84,25.26,90.4,9.64
2026-09-04,Red_Laterite_Zone,Jhargram,22.45,86.98,7.13,31.56,24.87,88.2,11.55
2026-09-05,Red_Laterite_Zone,Jhargram,22.45,86.98,6.14,32.33,25.2,87.1,19.97
2026-09-06,Red_Laterite_Zone,Jhargram,22.45,86.98,3.57,32.54,25.23,86.8,16.77
2026-09-07,Red_Laterite_Zone,Jhargram,22.45,86.98,7.38,32.04,26.16,87.2,9.38
2026-09-08,Red_Laterite_Zone,Jhargram,22.45,86.98,6.76,33.06,26.12,84.8,13.33
2026-09-09,Red_Laterite_Zone,Jhargram,22.45,86.98,9.02,31.44,26.48,89.6,
2026-09-10,Red_Laterite_Zone,Jhargram,22.45,86.98,12.01,28.88,26.04,93.7,
2026-01-01,Gangetic_New_Alluvial_Zone,Murshidabad,24.1,88.25,0.0,21.73,7.91,66.9,11.65
2026-01-02,Gangetic_New_Alluvial_Zone,Murshidabad,24.1,88.25,0.0,21.93,8.73,69.1,10.69
2026-01-03,Gangetic_New_Alluvial_Zone,Murshidabad,24.1,88.25,0.0,21.65,9.4,77.6,9.93
2026-01-04,Gangetic_New_Alluvial_Zone,Murshidabad,24.1,88.25,0.0,20.95,10.31,79.4,4.78
2026-01-05,Gangetic_New_Alluvial_Zone,Murshidabad,24.1,88.25,0.0,20.19,7.24,76.8,2.23
2026-01-06,Gangetic_New_Alluvial_Zone,Murshidabad,24.1,88.25,0.0,20.41,6.79,77.6,8.25
2026-01-07,Gangetic_New_Alluvial_Zone,Murshidabad,24.1,88.25,0.0,21.67,6.84,73.6,13.1
2026-01-08,Gangetic_New_Alluvial_Zone,Murshidabad,24.1,88.25,0.0,21.85,7.22,70.7,12.16
2026-01-09,Gangetic_New_Alluvial_Zone,Murshidabad,24.1,88.25,0.0,21.61,6.49,68.8,13.14
2026-01-10,Gangetic_New_Alluvial_Zone,Murshidabad,24.1,88.25,0.0,20.8,6.34,69.8,13.02
2026-01-11,Gangetic_New_Alluvial_Zone,Murshidabad,24.1,88.25,0.0,22.12,7.09,67.8,13.63
2026-01-12,Gangetic_New_Alluvial_Zone,Murshidabad,24.1,88.25,0.0,22.75,7.96,72.4,13.04
2026-01-13,Gangetic_New_Alluvial_Zone,Murshidabad,24.1,88.25,0.0,22.4,7.38,68.4,13.64
2026-01-14,Gangetic_New_Alluvial_Zone,Murshidabad,24.1,88.25,3.48,22.7,8.2,68.4,12.16
2026-01-15,Gangetic_New_Alluvial_Zone,Murshidabad,24.1,88.25,0.0,22.31,8.0,65.9,12.29
2026-01-16,Gangetic_New_Alluvial_Zone,Murshidabad,24.1,88.25,0.0,22.79,7.05,63.0,12.87
2026-01-17,Gangetic_New_Alluvial_Zone,Murshidabad,24.1,88.25,0.0,23.3,7.88,65.2,13.26
2026-01-18,Gangetic_New_Alluvial_Zone,Murshidabad,24.1,88.25,0.0,24.79,8.34,61.6,13.58
2026-01-19,Gangetic_New_Alluvial_Zone,Murshidabad,24.1,88.25,0.0,25.0,9.5,58.7,13.14
2026-01-20,Gangetic_New_Alluvial_Zone,Murshidabad,24.1,88.25,0.0,27.08,11.36,59.1,12.57
2026-01-21,Gangetic_New_Alluvial_Zone,Murshidabad,24.1,88.25,0.0,26.32,11.23,65.8,11.09
2026-01-22,Gangetic_New_Alluvial_Zone,Murshidabad,24.1,88.25,0.0,24.63,9.9,58.0,12.95
2026-01-23,Gangetic_New_Alluvial_Zone,Murshidabad,24.1,88.25,0.0,24.84,9.76,54.1,13.59
2026-01-24,Gangetic_New_Alluvial_Zone,Murshidabad,24.1,88.25,0.0,25.98,11.58,53.2,13.65
2026-01-25,Gangetic_New_Alluvial_Zone,Murshidabad,24.1,88.25,0.0,26.39,11.89,52.0,13.19
2026-01-26,Gangetic_New_Alluvial_Zone,Murshidabad,24.1,88.25,0.0,27.13,12.04,66.8,12.23
2026-01-27,Gangetic_New_Alluvial_Zone,Murshidabad,24.1,88.25,0.0,26.16,11.64,65.8,14.58
2026-01-28,Gangetic_New_Alluvial_Zone,Murshidabad,24.1,88.25,0.0,26.69,12.07,59.3,14.22
2026-01-29,Gangetic_New_Alluvial_Zone,Murshidabad,24.1,88.25,0.0,27.2,13.77,66.4,12.7
2026-01-30,Gangetic_New_Alluvial_Zone,Murshidabad,24.1,88.25,0.0,26.12,12.49,62.7,14.71
2026-01-31,Gangetic_New_Alluvial_Zone,Murshidabad,24.1,88.25,0.0,26.2,10.63,57.7,14.36
2026-02-01,Gangetic_New_Alluvial_Zone,Murshidabad,24.1,88.25,0.0,26.07,10.96,58.2,14.02
