Date,Zone,District,Latitude,Longitude,Rainfall_Observed_mm,Tmax_C,Tmin_C,Relative_Humidity_pct,Solar_Radiation_MJm2,MJO_Phase,MJO_Amplitude,Nino34_Anomaly,Dry_Spell_Days_Streak,Target_Crops,Rolling_Rainfall_7d_mm,Rolling_Rainfall_30d_mm,Waterlogging_Risk_Index
2021-10-07,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,19.53,28.73,20.26,52.9,13.17,1,1.182,-1.33,0,Tea,57.34,261.93,0.294
2021-10-08,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,31.5,20.65,58.8,20.27,3,0.4,-1.353,1,Tea,57.34,208.29,0.323
2021-10-09,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,30.75,19.89,55.2,21.17,5,1.267,-1.259,2,Pineapple,27.17,208.29,0.185
2021-10-10,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,31.69,18.55,45.6,21.5,7,1.286,-1.44,3,Pineapple,27.17,208.29,0.137
2021-10-11,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,33.32,19.52,51.3,20.45,8,1.374,-1.285,4,Pineapple,27.17,208.29,0.165
2021-10-12,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,32.69,19.99,52.9,21.4,4,1.145,-1.306,5,Pineapple,19.53,208.29,0.143
2021-10-13,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,98.42,19.11,18.93,81.2,11.23,7,0.986,-1.344,0,Wetland_Rice,117.95,306.71,0.678
2021-10-14,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,29.22,19.63,48.9,20.89,5,1.679,-1.202,1,Tea,98.42,306.71,0.438
2021-10-15,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,29.6,20.3,54.3,20.96,7,2.164,-1.299,2,Tea,98.42,306.71,0.465
2021-10-16,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,29.2,20.35,52.4,20.98,7,0.716,-1.315,3,Tea,98.42,301.78,0.456
2021-10-17,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,26.77,19.15,54.7,22.64,3,1.832,-1.25,4,Tea,98.42,285.65,0.467
2021-10-18,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,28.81,19.64,49.9,19.22,3,1.726,-1.299,5,Tea,98.42,278.23,0.443
2021-10-19,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,30.07,18.47,41.0,21.3,4,2.143,-1.304,6,Tea,98.42,278.23,0.399
2021-10-20,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,30.64,19.03,47.4,20.92,1,1.286,-1.266,7,Pineapple,0.0,278.23,0.037
2021-10-21,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,28.96,18.77,58.0,23.45,7,1.682,-1.311,8,Pineapple,0.0,248.08,0.09
2021-10-22,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,27.68,15.85,48.4,21.48,2,1.786,-1.343,9,Pineapple,0.0,209.74,0.042
2021-10-23,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,28.46,17.91,49.4,19.81,1,0.855,-1.203,10,Pineapple,0.0,209.74,0.047
2021-10-24,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,27.16,18.73,52.6,21.93,5,0.846,-1.279,11,Pineapple,0.0,209.74,0.063
2021-10-25,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,27.46,18.14,52.9,20.33,7,0.54,-1.335,12,Pineapple,0.0,209.74,0.064
2021-10-26,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,30.57,17.75,45.4,21.11,2,1.337,-1.368,13,Pineapple,0.0,209.74,0.027
2021-10-27,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,29.96,17.14,43.9,20.8,1,1.033,-1.234,14,Pineapple,0.0,209.74,0.019
2021-10-28,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,31.93,18.98,44.8,22.04,4,0.652,-1.33,15,Pineapple,0.0,209.74,0.024
2021-10-29,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,28.47,16.11,44.2,21.4,3,1.245,-1.336,16,Pineapple,0.0,179.01,0.021
2021-10-30,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,26.2,16.69,49.2,20.65,6,0.584,-1.275,17,Pineapple,0.0,155.76,0.046
2021-10-31,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,31.05,17.0,45.9,20.18,6,1.284,-1.298,18,Pineapple,0.0,155.76,0.029
2021-11-01,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,30.17,15.75,48.1,20.75,1,1.299,-1.304,19,Pineapple,0.0,125.59,0.041
2021-11-02,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,28.98,17.38,45.4,22.31,7,1.261,-1.325,20,Pineapple,0.0,125.59,0.027
2021-11-03,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,28.83,14.6,44.1,23.16,1,1.902,-1.235,21,Pineapple,0.0,125.59,0.02
2021-11-04,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,26.31,15.77,50.3,22.94,4,1.278,-1.325,22,Pineapple,0.0,117.95,0.051
2021-11-05,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,10.2,24.93,18.48,48.0,17.15,5,0.865,-1.304,0,Pineapple,10.2,128.15,0.081
2021-11-06,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,26.04,16.34,47.8,21.54,3,0.898,-1.196,1,Pineapple,10.2,108.62,0.08
2021-11-07,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,28.4,17.27,38.3,22.98,2,1.583,-1.27,2,Pineapple,10.2,108.62,0.032
2021-11-08,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,27.63,17.02,40.5,20.97,3,0.395,-1.141,3,Pineapple,10.2,108.62,0.043
2021-11-09,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,27.54,15.03,46.6,20.67,2,0.927,-1.247,4,Pineapple,10.2,108.62,0.074
2021-11-10,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,29.97,16.4,49.2,20.53,2,1.451,-1.258,5,Pineapple,10.2,108.62,0.087
2021-11-11,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,27.41,15.33,49.0,20.62,3,1.364,-1.235,6,Pineapple,10.2,108.62,0.086
2021-11-12,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,27.55,13.82,42.2,22.3,8,2.124,-1.213,7,Pineapple,0.0,10.2,0.011
2021-11-13,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,27.31,14.36,46.9,21.61,3,0.684,-1.184,8,Pineapple,0.0,10.2,0.034
2021-11-14,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,26.43,13.23,40.4,22.93,4,1.048,-1.125,9,Pineapple,0.0,10.2,0.002
2021-11-15,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,26.86,15.32,40.0,21.1,1,0.927,-1.287,10,Pineapple,0.0,10.2,0.0
2021-11-16,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,26.35,15.45,42.9,21.1,3,0.451,-1.254,11,Pineapple,0.0,10.2,0.014
2021-11-17,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,24.82,13.66,47.4,20.7,7,1.469,-1.234,12,Pineapple,0.0,10.2,0.037
2021-11-18,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,29.13,14.72,50.4,21.04,7,0.531,-1.253,13,Pineapple,0.0,10.2,0.052
2021-11-19,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,27.21,14.06,51.1,21.91,8,1.902,-1.303,14,Pineapple,0.0,10.2,0.055
2021-11-20,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,27.88,13.57,48.6,21.99,2,0.604,-1.221,15,Pineapple,0.0,10.2,0.043
2021-11-21,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,24.23,14.65,42.0,22.14,6,0.827,-1.234,16,Pineapple,0.0,10.2,0.01
2021-11-22,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,26.44,12.74,48.1,24.24,5,0.558,-1.124,17,Pineapple,0.0,10.2,0.041
2021-11-23,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,26.2,11.14,49.5,23.6,4,0.631,-1.235,18,Pineapple,0.0,10.2,0.047
2021-11-24,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,25.23,13.0,44.5,20.35,2,1.52,-1.198,19,Pineapple,0.0,10.2,0.022
2021-11-25,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,22.91,12.9,43.5,21.45,4,0.646,-1.144,20,Pineapple,0.0,10.2,0.017
2021-11-26,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,26.61,15.37,44.7,23.5,3,1.097,-1.202,21,Pineapple,0.0,10.2,0.023
2021-11-27,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,23.09,14.88,48.1,22.25,1,1.297,-1.209,22,Pineapple,0.0,10.2,0.041
2021-11-28,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,25.38,12.62,43.9,21.57,1,1.229,-1.2,23,Pineapple,0.0,10.2,0.019
2021-11-29,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,26.79,13.01,44.1,21.58,6,1.494,-1.141,24,Pineapple,0.0,10.2,0.02
2021-11-30,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,24.93,12.14,44.7,22.1,6,0.5,-1.219,25,Pineapple,0.0,10.2,0.023
2021-12-01,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,24.11,14.62,48.4,20.54,3,1.654,-1.131,26,Pineapple,0.0,10.2,0.042
2021-12-02,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,23.05,13.36,45.4,20.94,3,2.113,-1.147,27,Pineapple,0.0,10.2,0.027
2021-12-03,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,24.57,11.58,51.3,21.93,2,0.758,-1.079,28,Pineapple,0.0,10.2,0.056
2021-12-04,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,25.13,13.98,46.7,21.77,3,0.812,-1.065,29,Pineapple,0.0,10.2,0.034
2021-12-05,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,24.36,13.48,39.7,22.7,3,0.947,-1.026,30,Pineapple,0.0,0.0,0.0
2021-12-06,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,24.4,11.17,53.4,21.25,3,1.094,-1.143,31,Pineapple,0.0,0.0,0.067
2021-12-07,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,24.32,12.54,43.1,22.06,3,1.039,-1.29,32,Pineapple,0.0,0.0,0.015
2021-12-08,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,23.7,12.93,48.3,21.71,7,1.095,-1.161,33,Pineapple,0.0,0.0,0.041
2021-12-09,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,22.24,11.91,45.7,21.59,8,0.935,-1.049,34,Pineapple,0.0,0.0,0.028
2021-12-10,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,24.79,12.07,50.3,21.24,4,1.97,-1.084,35,Pineapple,0.0,0.0,0.051
2021-12-11,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,22.79,11.02,42.7,20.76,3,0.503,-1.157,36,Pineapple,0.0,0.0,0.014
2021-12-12,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,22.75,13.2,49.1,22.59,1,1.435,-1.061,37,Pineapple,0.0,0.0,0.045
2021-12-13,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,26.06,14.2,47.5,22.85,3,0.526,-1.07,38,Pineapple,0.0,0.0,0.037
2021-12-14,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,24.91,11.63,46.4,22.3,1,2.165,-1.015,39,Pineapple,0.0,0.0,0.032
2021-12-15,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,64.69,15.84,11.08,62.4,12.55,3,1.325,-1.106,0,Tea,64.69,64.69,0.371
2021-12-16,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,23.46,11.94,37.4,20.02,3,1.434,-1.146,1,Tea,64.69,64.69,0.246
2021-12-17,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,24.69,13.46,45.0,22.21,1,1.35,-1.106,2,Tea,64.69,64.69,0.284
2021-12-18,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,24.76,10.51,41.1,21.03,1,1.302,-0.991,3,Tea,64.69,64.69,0.264
2021-12-19,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,21.63,11.79,41.8,20.59,4,1.716,-1.078,4,Tea,64.69,64.69,0.268
2021-12-20,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,21.45,10.38,42.0,21.59,2,0.657,-0.975,5,Tea,64.69,64.69,0.269
2021-12-21,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,23.99,10.89,45.5,22.5,7,2.022,-1.124,6,Tea,64.69,64.69,0.286
2021-12-22,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,23.12,11.22,46.5,23.43,5,1.088,-1.075,7,Pineapple,0.0,64.69,0.032
2021-12-23,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,21.47,11.15,50.2,22.98,7,1.898,-1.037,8,Pineapple,0.0,64.69,0.051
2021-12-24,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,22.21,12.42,44.1,22.06,7,1.858,-1.034,9,Pineapple,0.0,64.69,0.02
2021-12-25,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,22.8,11.23,50.5,21.93,1,1.125,-0.97,10,Pineapple,0.0,64.69,0.052
2021-12-26,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,22.28,10.75,41.8,21.46,1,0.847,-1.064,11,Pineapple,0.0,64.69,0.009
2021-12-27,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,22.99,12.2,48.8,22.39,6,0.849,-0.96,12,Pineapple,0.0,64.69,0.044
2021-12-28,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,20.26,10.03,48.4,21.28,6,1.443,-0.983,13,Pineapple,0.0,64.69,0.042
2021-12-29,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,20.64,11.65,47.3,20.63,3,0.31,-1.066,14,Pineapple,0.0,64.69,0.036
2021-12-30,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,22.17,9.22,47.6,22.05,3,1.479,-0.941,15,Pineapple,0.0,64.69,0.038
2021-12-31,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,22.5,9.48,40.2,20.41,2,0.613,-1.06,16,Pineapple,0.0,64.69,0.001
2022-01-01,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,26.75,12.73,41.8,21.81,5,1.912,-1.137,17,Pineapple,0.0,64.69,0.009
2022-01-02,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,24.64,11.89,38.1,22.86,6,0.711,-1.051,18,Pineapple,0.0,64.69,0.0
2022-01-03,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,24.94,11.43,43.5,21.55,8,1.475,-0.993,19,Pineapple,0.0,64.69,0.017
2022-01-04,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,24.26,11.33,46.1,23.28,6,0.622,-1.047,20,Pineapple,0.0,64.69,0.03
2022-01-05,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,22.95,10.78,41.0,20.81,6,1.307,-1.081,21,Pineapple,0.0,64.69,0.005
2022-01-06,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,21.86,9.47,42.1,23.52,3,1.271,-1.071,22,Pineapple,0.0,64.69,0.011
2022-01-07,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,20.86,11.29,45.0,22.25,1,0.829,-0.967,23,Pineapple,0.0,64.69,0.025
2022-01-08,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,21.93,11.2,47.2,20.81,6,1.064,-1.052,24,Pineapple,0.0,64.69,0.036
2022-01-09,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,23.26,11.39,44.7,23.44,6,2.156,-0.91,25,Pineapple,0.0,64.69,0.023
2022-01-10,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,21.71,10.45,46.9,22.52,6,2.188,-0.973,26,Pineapple,0.0,64.69,0.034
2022-01-11,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,24.63,12.53,45.5,23.04,1,0.633,-1.009,27,Pineapple,0.0,64.69,0.027
2022-01-12,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,22.07,10.37,46.2,22.59,4,1.02,-1.097,28,Pineapple,0.0,64.69,0.031
2022-01-13,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,21.62,11.79,46.0,23.4,4,0.942,-0.982,29,Pineapple,0.0,64.69,0.03
2022-01-14,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,22.58,11.6,42.7,22.46,5,1.442,-0.861,30,Pineapple,0.0,0.0,0.014
2022-01-15,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,23.76,9.73,43.4,22.92,5,1.686,-0.882,31,Pineapple,0.0,0.0,0.017
2022-01-16,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,22.77,9.29,46.7,21.07,4,0.974,-0.994,32,Pineapple,0.0,0.0,0.034
2022-01-17,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,23.16,9.62,43.0,20.07,2,0.598,-0.919,33,Pineapple,0.0,0.0,0.015
2022-01-18,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,23.9,9.87,47.3,21.93,8,0.891,-0.924,34,Pineapple,0.0,0.0,0.036
2022-01-19,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,26.03,10.66,44.2,21.56,6,2.039,-1.018,35,Pineapple,0.0,0.0,0.021
2022-01-20,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,22.35,10.92,48.2,21.48,8,2.166,-0.849,36,Pineapple,0.0,0.0,0.041
2022-01-21,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,26.28,13.24,48.2,21.7,2,0.859,-0.974,37,Pineapple,0.0,0.0,0.041
2022-01-22,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,21.48,10.2,42.5,21.4,4,1.337,-0.965,38,Pineapple,0.0,0.0,0.012
2022-01-23,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,25.43,8.84,41.5,22.94,2,0.399,-0.919,39,Pineapple,0.0,0.0,0.007
2022-01-24,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,22.49,9.71,46.6,22.21,6,1.887,-0.847,40,Pineapple,0.0,0.0,0.033
2022-01-25,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,21.99,10.66,49.4,21.59,3,0.613,-0.895,41,Pineapple,0.0,0.0,0.047
2022-01-26,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,21.45,10.79,48.7,21.85,7,1.694,-0.905,42,Pineapple,0.0,0.0,0.044
2022-01-27,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,20.96,11.46,44.5,22.72,4,1.764,-0.838,43,Pineapple,0.0,0.0,0.022
2022-01-28,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,20.62,9.08,40.5,21.35,8,0.897,-0.867,44,Pineapple,0.0,0.0,0.003
2022-01-29,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,22.59,10.03,44.3,22.72,1,1.375,-0.826,45,Pineapple,0.0,0.0,0.021
2022-01-30,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,24.81,7.95,41.7,21.97,4,0.392,-0.904,46,Pineapple,0.0,0.0,0.009
2022-01-31,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,22.38,10.14,41.0,21.56,1,1.918,-0.879,47,Pineapple,0.0,0.0,0.005
2022-02-01,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,21.05,10.5,45.1,23.9,2,0.544,-0.921,48,Pineapple,0.0,0.0,0.025
2022-02-02,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,24.12,9.88,44.8,23.24,4,2.193,-0.924,49,Pineapple,0.0,0.0,0.024
2022-02-03,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,23.25,12.71,46.3,22.35,6,2.097,-0.846,50,Pineapple,0.0,0.0,0.031
2022-02-04,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,23.25,10.14,43.7,21.99,2,0.418,-0.897,51,Pineapple,0.0,0.0,0.019
2022-02-05,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,23.03,10.49,46.3,22.05,4,1.252,-0.838,52,Pineapple,0.0,0.0,0.031
2022-02-06,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,24.75,11.56,41.5,22.96,1,1.776,-0.743,53,Pineapple,0.0,0.0,0.007
2022-02-07,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,25.07,10.79,45.6,21.01,2,1.295,-0.822,54,Pineapple,0.0,0.0,0.028
2022-02-08,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,22.18,8.91,44.2,20.99,8,0.357,-0.891,55,Pineapple,0.0,0.0,0.021
2022-02-09,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,22.57,10.9,52.3,20.9,8,0.993,-0.791,56,Pineapple,0.0,0.0,0.062
2022-02-10,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,23.16,10.52,50.2,22.28,3,0.348,-0.859,57,Pineapple,0.0,0.0,0.051
2022-02-11,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,25.63,12.41,45.1,23.08,1,1.12,-0.747,58,Pineapple,0.0,0.0,0.025
2022-02-12,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,21.3,11.29,45.2,22.69,4,0.524,-0.796,59,Pineapple,0.0,0.0,0.026
2022-02-13,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,21.52,11.76,50.4,21.55,4,0.472,-0.87,60,Pineapple,0.0,0.0,0.052
2022-02-14,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,22.29,9.92,44.2,23.63,7,1.719,-0.666,61,Pineapple,0.0,0.0,0.021
2022-02-15,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,24.78,12.13,39.0,23.24,6,0.519,-0.863,62,Pineapple,0.0,0.0,0.0
2022-02-16,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,23.18,13.85,41.8,19.47,2,1.54,-0.807,63,Pineapple,0.0,0.0,0.009
2022-02-17,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,24.86,12.24,43.7,22.12,7,0.813,-0.766,64,Pineapple,0.0,0.0,0.019
2022-02-18,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,24.06,12.99,52.8,22.99,1,1.028,-0.826,65,Pineapple,0.0,0.0,0.064
2022-02-19,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,26.0,12.25,48.1,22.31,6,0.588,-0.783,66,Pineapple,0.0,0.0,0.041
2022-02-20,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,26.44,12.43,40.9,21.93,1,0.659,-0.849,67,Pineapple,0.0,0.0,0.004
2022-02-21,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,25.74,14.07,44.9,21.38,4,1.372,-0.767,68,Pineapple,0.0,0.0,0.024
2022-02-22,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,25.15,11.96,48.5,21.96,1,0.949,-0.745,69,Pineapple,0.0,0.0,0.042
2022-02-23,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,24.69,11.44,43.9,21.85,3,0.659,-0.791,70,Pineapple,0.0,0.0,0.019
2022-02-24,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,24.58,10.98,49.4,21.44,5,1.203,-0.827,71,Pineapple,0.0,0.0,0.047
2022-02-25,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,23.96,12.43,48.0,22.1,1,0.481,-0.739,72,Pineapple,0.0,0.0,0.04
2022-02-26,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,25.63,14.37,48.9,21.08,3,0.601,-0.869,73,Pineapple,0.0,0.0,0.044
2022-02-27,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,23.28,13.36,48.5,22.77,2,2.046,-0.644,74,Pineapple,0.0,0.0,0.042
2022-02-28,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,23.66,14.7,43.9,21.38,7,1.742,-0.757,75,Pineapple,0.0,0.0,0.019
2022-03-01,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,24.41,12.4,46.5,21.15,6,1.411,-0.754,76,Pineapple,0.0,0.0,0.032
2022-03-02,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,25.82,14.53,44.8,21.17,3,1.435,-0.709,77,Pineapple,0.0,0.0,0.024
2022-03-03,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,22.61,11.4,45.7,24.53,2,1.287,-0.712,78,Pineapple,0.0,0.0,0.028
2022-03-04,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,22.53,12.87,46.7,21.72,1,1.886,-0.75,79,Pineapple,0.0,0.0,0.034
2022-03-05,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,27.0,12.72,50.2,22.76,3,1.195,-0.74,80,Pineapple,0.0,0.0,0.051
2022-03-06,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,25.98,12.84,44.4,22.97,2,1.432,-0.69,81,Pineapple,0.0,0.0,0.022
2022-03-07,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,24.95,12.63,52.0,20.76,3,1.148,-0.741,82,Pineapple,0.0,0.0,0.06
2022-03-08,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,26.09,13.7,37.9,21.02,7,1.413,-0.683,83,Pineapple,0.0,0.0,0.0
2022-03-09,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,22.56,14.52,50.7,21.47,4,0.458,-0.77,84,Pineapple,0.0,0.0,0.053
2022-03-10,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,27.3,12.63,46.1,21.78,6,2.113,-0.795,85,Pineapple,0.0,0.0,0.03
2022-03-11,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,28.68,15.42,45.0,21.97,1,1.653,-0.759,86,Pineapple,0.0,0.0,0.025
2022-03-12,Terai_Teesta_Zone,Cooch_Behar,26.32,89.45,0.0,25.78,12.02,52.0,22.5,2,2.124,-0.684,87,Pineapple,0.0,0.0,0.06
