Date,Zone,District,Latitude,Longitude,Rainfall_Observed_mm,Tmax_C,Tmin_C,Relative_Humidity_pct,Solar_Radiation_MJm2,MJO_Phase,MJO_Amplitude,Nino34_Anomaly,Dry_Spell_Days_Streak,Target_Crops,Rolling_Rainfall_7d_mm,Rolling_Rainfall_30d_mm,Active_Crop_Cycle
2021-08-02,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,56.05,32.25,29.11,92.4,4.69,3,0.582,-1.166,0,Aman_Rice,90.19,258.06,Kharif_Aman_Jute
2021-08-03,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,39.39,29.52,84.6,14.77,3,0.596,-1.089,1,Aman_Rice,90.19,224.32,Kharif_Aman_Jute
2021-08-04,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,37.6,27.69,78.7,12.77,4,1.473,-1.172,2,Aman_Rice,88.17,220.06,Kharif_Aman_Jute
2021-08-05,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,38.25,26.89,75.0,16.69,5,1.249,-1.206,3,Aman_Rice,68.99,220.06,Kharif_Aman_Jute
2021-08-06,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,12.06,38.5,29.55,85.9,9.42,7,1.465,-1.214,0,Aman_Rice,81.05,212.89,Kharif_Aman_Jute
2021-08-07,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,36.75,27.29,77.5,15.39,1,1.322,-1.203,1,Aman_Rice,81.05,212.89,Kharif_Aman_Jute
2021-08-08,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,29.7,35.02,27.92,86.1,4.91,3,1.03,-1.211,0,Aman_Rice,97.81,242.59,Kharif_Aman_Jute
2021-08-09,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,37.69,26.52,82.3,15.62,6,1.017,-1.106,1,Aman_Rice,41.76,242.59,Kharif_Aman_Jute
2021-08-10,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,41.06,29.05,74.0,15.35,2,1.477,-1.127,2,Aman_Rice,41.76,192.75,Kharif_Aman_Jute
2021-08-11,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,38.73,27.6,79.0,14.92,5,0.667,-1.155,3,Aman_Rice,41.76,184.06,Kharif_Aman_Jute
2021-08-12,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,38.05,26.94,80.9,14.16,3,0.59,-1.298,4,Aman_Rice,41.76,168.63,Kharif_Aman_Jute
2021-08-13,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,14.6,37.5,27.16,82.1,8.49,2,1.773,-1.217,0,Aman_Rice,44.3,183.23,Kharif_Aman_Jute
2021-08-14,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,38.96,27.71,72.3,18.95,6,1.653,-1.111,1,Aman_Rice,44.3,183.23,Kharif_Aman_Jute
2021-08-15,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,10.7,35.97,27.04,78.1,11.94,8,2.19,-1.257,0,Aman_Rice,25.3,193.93,Kharif_Aman_Jute
2021-08-16,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,2.36,38.41,27.98,73.3,13.96,1,1.716,-1.234,1,Aman_Rice,27.66,184.22,Kharif_Aman_Jute
2021-08-17,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,38.48,26.8,82.0,15.89,4,0.761,-1.195,2,Aman_Rice,27.66,184.22,Kharif_Aman_Jute
2021-08-18,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,35.56,26.61,76.3,15.7,1,0.839,-1.173,3,Aman_Rice,27.66,179.96,Kharif_Aman_Jute
2021-08-19,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,37.79,25.94,72.8,16.39,6,1.798,-1.225,4,Aman_Rice,27.66,164.04,Kharif_Aman_Jute
2021-08-20,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,36.45,27.7,70.9,16.52,5,1.373,-1.246,5,Aman_Rice,13.06,164.04,Kharif_Aman_Jute
2021-08-21,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,36.31,29.55,67.7,14.62,4,1.839,-1.236,6,Aman_Rice,13.06,163.25,Kharif_Aman_Jute
2021-08-22,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,8.55,36.03,27.33,75.8,12.64,1,0.592,-1.18,0,Aman_Rice,10.91,171.8,Kharif_Aman_Jute
2021-08-23,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,36.25,25.39,70.6,15.22,6,0.392,-1.301,1,Aman_Rice,8.55,171.8,Kharif_Aman_Jute
2021-08-24,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,2.69,36.38,27.44,77.4,14.61,7,0.363,-1.345,0,Aman_Rice,11.24,174.49,Kharif_Aman_Jute
2021-08-25,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,38.41,27.9,71.4,15.25,8,1.023,-1.306,1,Aman_Rice,11.24,170.85,Kharif_Aman_Jute
2021-08-26,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,24.61,33.56,26.62,78.2,8.01,8,0.848,-1.298,0,Aman_Rice,35.85,195.46,Kharif_Aman_Jute
2021-08-27,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,13.83,36.84,28.34,81.9,11.22,8,0.464,-1.346,0,Aman_Rice,49.68,207.27,Kharif_Aman_Jute
2021-08-28,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.59,39.08,25.28,66.1,16.28,4,1.174,-1.216,1,Aman_Rice,50.27,188.68,Kharif_Aman_Jute
2021-08-29,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,36.64,26.16,74.6,16.6,4,1.216,-1.27,2,Aman_Rice,41.72,188.68,Kharif_Aman_Jute
2021-08-30,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,36.31,33.24,27.29,81.8,7.31,4,1.632,-1.311,0,Aman_Rice,78.03,224.99,Kharif_Aman_Jute
2021-08-31,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,36.75,24.7,65.0,16.83,7,1.851,-1.293,1,Aman_Rice,75.34,212.05,Kharif_Aman_Jute
2021-09-01,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,4.03,38.79,26.9,63.1,16.5,4,1.417,-1.339,0,Aman_Rice,79.37,160.03,Kharif_Aman_Jute
2021-09-02,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,36.84,27.08,68.1,16.56,5,1.517,-1.255,1,Aman_Rice,54.76,160.03,Kharif_Aman_Jute
2021-09-03,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,36.52,26.1,64.4,18.72,7,0.551,-1.297,2,Aman_Rice,40.93,160.03,Kharif_Aman_Jute
2021-09-04,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,36.23,27.16,69.2,18.66,7,1.939,-1.266,3,Aman_Rice,40.34,160.03,Kharif_Aman_Jute
2021-09-05,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,35.29,30.53,26.55,71.8,7.28,6,0.87,-1.336,0,Aman_Rice,75.63,183.26,Kharif_Aman_Jute
2021-09-06,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,36.26,24.81,59.8,16.06,5,2.125,-1.246,1,Aman_Rice,39.32,183.26,Kharif_Aman_Jute
2021-09-07,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,36.26,23.22,75.7,18.17,8,1.468,-1.308,2,Aman_Rice,39.32,153.56,Kharif_Aman_Jute
2021-09-08,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,33.69,24.36,60.6,19.13,8,1.32,-1.346,3,Aman_Rice,35.29,153.56,Kharif_Aman_Jute
2021-09-09,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,36.02,25.75,67.5,19.42,7,1.004,-1.369,4,Aman_Rice,35.29,153.56,Kharif_Aman_Jute
2021-09-10,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,36.7,24.86,65.7,16.85,6,0.893,-1.313,5,Aman_Rice,35.29,153.56,Kharif_Aman_Jute
2021-09-11,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,35.19,25.2,60.6,16.04,1,1.34,-1.287,6,Aman_Rice,35.29,153.56,Kharif_Aman_Jute
2021-09-12,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,35.44,24.05,64.7,17.66,6,2.075,-1.343,7,Aman_Rice,0.0,138.96,Kharif_Aman_Jute
2021-09-13,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,34.99,23.57,56.3,17.5,3,1.93,-1.363,8,Aman_Rice,0.0,138.96,Kharif_Aman_Jute
2021-09-14,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,36.77,21.69,69.4,19.17,1,1.62,-1.324,9,Aman_Rice,0.0,128.26,Kharif_Aman_Jute
2021-09-15,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,36.0,24.68,58.4,19.67,1,0.955,-1.342,10,Aman_Rice,0.0,125.9,Kharif_Aman_Jute
2021-09-16,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,35.86,22.75,52.1,18.62,1,2.18,-1.312,11,Aman_Rice,0.0,125.9,Kharif_Aman_Jute
2021-09-17,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,33.7,23.51,63.2,19.66,7,0.826,-1.303,12,Aman_Rice,0.0,125.9,Kharif_Aman_Jute
2021-09-18,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,35.84,23.52,58.4,18.7,6,0.613,-1.3,13,Aman_Rice,0.0,125.9,Kharif_Aman_Jute
2021-09-19,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,36.96,24.01,57.2,17.55,1,1.24,-1.363,14,Aman_Rice,0.0,125.9,Kharif_Aman_Jute
2021-09-20,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,36.84,22.38,62.0,19.7,7,1.061,-1.316,15,Aman_Rice,0.0,125.9,Kharif_Aman_Jute
2021-09-21,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,34.08,22.59,56.9,18.15,4,2.058,-1.383,16,Aman_Rice,0.0,117.35,Kharif_Aman_Jute
2021-09-22,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,34.61,23.32,60.1,19.82,8,1.223,-1.243,17,Aman_Rice,0.0,117.35,Kharif_Aman_Jute
2021-09-23,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,35.91,24.17,59.7,18.2,6,1.935,-1.371,18,Aman_Rice,0.0,114.66,Kharif_Aman_Jute
2021-09-24,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,34.27,21.93,58.7,19.74,7,1.367,-1.371,19,Aman_Rice,0.0,114.66,Kharif_Aman_Jute
2021-09-25,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,6.31,34.38,23.63,59.1,16.92,5,1.347,-1.393,0,Aman_Rice,6.31,96.36,Kharif_Aman_Jute
2021-09-26,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,33.64,23.39,57.4,22.23,1,0.8,-1.298,1,Aman_Rice,6.31,82.53,Kharif_Aman_Jute
2021-09-27,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,33.81,22.83,52.7,19.3,6,2.077,-1.326,2,Aman_Rice,6.31,81.94,Kharif_Aman_Jute
2021-09-28,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,35.29,23.0,57.5,19.06,8,0.675,-1.356,3,Aman_Rice,6.31,81.94,Kharif_Aman_Jute
2021-09-29,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,37.57,23.14,53.4,20.16,6,1.437,-1.417,4,Aman_Rice,6.31,45.63,Kharif_Aman_Jute
2021-09-30,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,33.81,23.69,54.0,19.81,6,0.785,-1.3,5,Aman_Rice,6.31,45.63,Kharif_Aman_Jute
2021-10-01,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,5.7,32.98,22.17,59.6,18.82,7,1.754,-1.27,0,Aman_Rice,12.01,47.3,Kharif_Aman_Jute
2021-10-02,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,34.57,21.75,53.9,18.19,2,0.669,-1.264,1,Aman_Rice,5.7,47.3,Kharif_Aman_Jute
2021-10-03,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,32.51,22.62,56.0,19.43,7,1.968,-1.287,2,Aman_Rice,5.7,47.3,Kharif_Aman_Jute
2021-10-04,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,33.65,21.06,52.9,19.49,8,0.591,-1.403,3,Aman_Rice,5.7,47.3,Kharif_Aman_Jute
2021-10-05,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,31.2,22.14,57.2,20.9,6,1.781,-1.264,4,Aman_Rice,5.7,12.01,Kharif_Aman_Jute
2021-10-06,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,5.47,31.15,23.31,52.1,16.4,3,1.244,-1.381,0,Aman_Rice,11.17,17.48,Kharif_Aman_Jute
2021-10-07,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,32.78,20.8,55.8,19.65,1,1.182,-1.33,1,Aman_Rice,11.17,17.48,Kharif_Aman_Jute
2021-10-08,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,32.96,21.32,54.0,20.25,3,0.4,-1.353,2,Aman_Rice,5.47,17.48,Kharif_Aman_Jute
2021-10-09,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,34.31,21.48,48.0,19.92,5,1.267,-1.259,3,Aman_Rice,5.47,17.48,Kharif_Aman_Jute
2021-10-10,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,33.39,20.45,51.6,20.2,7,1.286,-1.44,4,Aman_Rice,5.47,17.48,Kharif_Aman_Jute
2021-10-11,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,34.19,22.29,52.1,21.6,8,1.374,-1.285,5,Aman_Rice,5.47,17.48,Kharif_Aman_Jute
2021-10-12,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,16.88,31.06,17.82,53.5,12.47,4,1.145,-1.306,0,Aman_Rice,22.35,34.36,Kharif_Aman_Jute
2021-10-13,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,29.65,19.43,49.7,21.22,7,0.986,-1.344,1,Aman_Rice,16.88,34.36,Kharif_Aman_Jute
2021-10-14,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,31.51,22.07,57.0,19.53,5,1.679,-1.202,2,Aman_Rice,16.88,34.36,Kharif_Aman_Jute
2021-10-15,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,34.45,21.52,46.7,21.3,7,2.164,-1.299,3,Aman_Rice,16.88,34.36,Kharif_Aman_Jute
2021-10-16,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,29.45,19.58,50.4,20.55,7,0.716,-1.315,4,Aman_Rice,16.88,34.36,Kharif_Aman_Jute
2021-10-17,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,31.31,18.92,54.2,23.06,3,1.832,-1.25,5,Aman_Rice,16.88,34.36,Kharif_Aman_Jute
2021-10-18,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,29.47,19.44,52.2,20.56,3,1.726,-1.299,6,Aman_Rice,16.88,34.36,Kharif_Aman_Jute
2021-10-19,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,26.63,26.99,19.18,59.2,11.95,4,2.143,-1.304,0,Aman_Rice,26.63,60.99,Kharif_Aman_Jute
2021-10-20,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,33.14,19.12,51.2,21.86,1,1.286,-1.266,1,Aman_Rice,26.63,60.99,Kharif_Aman_Jute
2021-10-21,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,30.57,21.14,53.1,20.63,7,1.682,-1.311,2,Aman_Rice,26.63,60.99,Kharif_Aman_Jute
2021-10-22,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,32.01,20.61,49.2,21.37,2,1.786,-1.343,3,Aman_Rice,26.63,60.99,Kharif_Aman_Jute
2021-10-23,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,31.86,17.73,51.0,20.31,1,0.855,-1.203,4,Aman_Rice,26.63,60.99,Kharif_Aman_Jute
2021-10-24,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,29.67,20.77,45.4,20.84,5,0.846,-1.279,5,Aman_Rice,26.63,60.99,Kharif_Aman_Jute
2021-10-25,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,30.86,19.27,48.0,18.14,7,0.54,-1.335,6,Aman_Rice,26.63,54.68,Kharif_Aman_Jute
2021-10-26,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,29.3,18.69,50.4,20.03,2,1.337,-1.368,7,Aman_Rice,0.0,54.68,Kharif_Aman_Jute
2021-10-27,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,27.54,17.8,49.3,19.9,1,1.033,-1.234,8,Aman_Rice,0.0,54.68,Kharif_Aman_Jute
2021-10-28,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,29.28,19.38,54.7,19.94,4,0.652,-1.33,9,Aman_Rice,0.0,54.68,Kharif_Aman_Jute
2021-10-29,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,28.55,16.88,50.4,19.83,3,1.245,-1.336,10,Aman_Rice,0.0,54.68,Kharif_Aman_Jute
2021-10-30,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,30.35,17.16,50.4,21.48,6,0.584,-1.275,11,Aman_Rice,0.0,54.68,Kharif_Aman_Jute
2021-10-31,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,29.25,17.78,44.3,22.28,6,1.284,-1.298,12,Aman_Rice,0.0,48.98,Kharif_Aman_Jute
2021-11-01,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,27.93,16.92,42.8,21.52,1,1.299,-1.304,13,Potato,0.0,48.98,Rabi_Potato_Boro
2021-11-02,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,31.13,18.07,48.4,20.81,7,1.261,-1.325,14,Potato,0.0,48.98,Rabi_Potato_Boro
2021-11-03,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,30.34,17.13,45.2,20.55,1,1.902,-1.235,15,Potato,0.0,48.98,Rabi_Potato_Boro
2021-11-04,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,29.32,16.57,45.0,20.79,4,1.278,-1.325,16,Potato,0.0,48.98,Rabi_Potato_Boro
2021-11-05,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,30.27,18.15,50.6,22.11,5,0.865,-1.304,17,Potato,0.0,43.51,Rabi_Potato_Boro
2021-11-06,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,29.76,17.63,46.1,22.66,3,0.898,-1.196,18,Potato,0.0,43.51,Rabi_Potato_Boro
2021-11-07,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,30.37,16.54,45.5,20.5,2,1.583,-1.27,19,Potato,0.0,43.51,Rabi_Potato_Boro
2021-11-08,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,28.66,14.94,48.4,22.9,3,0.395,-1.141,20,Potato,0.0,43.51,Rabi_Potato_Boro
2021-11-09,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,28.25,15.83,42.8,21.84,2,0.927,-1.247,21,Potato,0.0,43.51,Rabi_Potato_Boro
2021-11-10,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,29.07,19.24,50.4,21.29,2,1.451,-1.258,22,Potato,0.0,43.51,Rabi_Potato_Boro
2021-11-11,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,27.99,16.68,45.9,22.32,3,1.364,-1.235,23,Potato,0.0,26.63,Rabi_Potato_Boro
2021-11-12,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,31.34,14.86,49.7,20.1,8,2.124,-1.213,24,Potato,0.0,26.63,Rabi_Potato_Boro
2021-11-13,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,30.67,17.8,44.6,20.78,3,0.684,-1.184,25,Potato,0.0,26.63,Rabi_Potato_Boro
2021-11-14,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,28.56,15.97,53.4,22.11,4,1.048,-1.125,26,Potato,0.0,26.63,Rabi_Potato_Boro
2021-11-15,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,30.22,16.07,40.8,20.98,1,0.927,-1.287,27,Potato,0.0,26.63,Rabi_Potato_Boro
2021-11-16,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,29.07,15.25,46.9,21.41,3,0.451,-1.254,28,Potato,0.0,26.63,Rabi_Potato_Boro
2021-11-17,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,27.24,15.9,42.3,20.25,7,1.469,-1.234,29,Potato,0.0,26.63,Rabi_Potato_Boro
2021-11-18,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,26.27,14.64,47.8,22.49,7,0.531,-1.253,30,Potato,0.0,0.0,Rabi_Potato_Boro
2021-11-19,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,26.58,16.72,51.5,21.04,8,1.902,-1.303,31,Potato,0.0,0.0,Rabi_Potato_Boro
2021-11-20,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,26.29,14.63,39.2,22.77,2,0.604,-1.221,32,Potato,0.0,0.0,Rabi_Potato_Boro
2021-11-21,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,29.96,14.48,45.4,22.69,6,0.827,-1.234,33,Potato,0.0,0.0,Rabi_Potato_Boro
2021-11-22,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,28.79,14.56,43.1,23.25,5,0.558,-1.124,34,Potato,0.0,0.0,Rabi_Potato_Boro
2021-11-23,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,26.67,15.28,49.5,23.56,4,0.631,-1.235,35,Potato,0.0,0.0,Rabi_Potato_Boro
2021-11-24,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,27.75,14.4,48.5,21.69,2,1.52,-1.198,36,Potato,0.0,0.0,Rabi_Potato_Boro
2021-11-25,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,26.48,17.18,46.5,20.46,4,0.646,-1.144,37,Potato,0.0,0.0,Rabi_Potato_Boro
2021-11-26,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,26.19,14.78,43.5,20.49,3,1.097,-1.202,38,Potato,0.0,0.0,Rabi_Potato_Boro
2021-11-27,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,24.64,14.08,46.9,23.01,1,1.297,-1.209,39,Potato,0.0,0.0,Rabi_Potato_Boro
2021-11-28,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,29.53,13.87,48.5,22.92,1,1.229,-1.2,40,Potato,0.0,0.0,Rabi_Potato_Boro
2021-11-29,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,27.02,15.12,39.4,19.59,6,1.494,-1.141,41,Potato,0.0,0.0,Rabi_Potato_Boro
2021-11-30,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,24.1,13.61,46.5,19.32,6,0.5,-1.219,42,Potato,0.0,0.0,Rabi_Potato_Boro
2021-12-01,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,27.8,14.41,43.6,22.12,3,1.654,-1.131,43,Potato,0.0,0.0,Rabi_Potato_Boro
2021-12-02,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,25.92,15.37,43.6,23.12,3,2.113,-1.147,44,Potato,0.0,0.0,Rabi_Potato_Boro
2021-12-03,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,25.15,14.99,49.9,21.87,2,0.758,-1.079,45,Potato,0.0,0.0,Rabi_Potato_Boro
2021-12-04,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,24.95,12.29,44.5,22.24,3,0.812,-1.065,46,Potato,0.0,0.0,Rabi_Potato_Boro
2021-12-05,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,24.65,12.38,42.9,20.63,3,0.947,-1.026,47,Potato,0.0,0.0,Rabi_Potato_Boro
2021-12-06,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,27.16,14.12,41.3,21.56,3,1.094,-1.143,48,Potato,0.0,0.0,Rabi_Potato_Boro
2021-12-07,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,22.98,14.34,46.5,20.7,3,1.039,-1.29,49,Potato,0.0,0.0,Rabi_Potato_Boro
2021-12-08,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,25.39,11.92,50.3,20.69,7,1.095,-1.161,50,Potato,0.0,0.0,Rabi_Potato_Boro
2021-12-09,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,26.74,14.06,48.5,22.69,8,0.935,-1.049,51,Potato,0.0,0.0,Rabi_Potato_Boro
2021-12-10,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,25.37,12.76,44.7,21.82,4,1.97,-1.084,52,Potato,0.0,0.0,Rabi_Potato_Boro
2021-12-11,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,29.14,11.37,48.6,21.75,3,0.503,-1.157,53,Potato,0.0,0.0,Rabi_Potato_Boro
2021-12-12,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,28.11,14.39,44.5,21.01,1,1.435,-1.061,54,Potato,0.0,0.0,Rabi_Potato_Boro
2021-12-13,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,24.95,11.0,46.6,20.19,3,0.526,-1.07,55,Potato,0.0,0.0,Rabi_Potato_Boro
2021-12-14,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,26.34,13.59,46.4,21.06,1,2.165,-1.015,56,Potato,0.0,0.0,Rabi_Potato_Boro
2021-12-15,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,26.71,12.44,41.8,21.01,3,1.325,-1.106,57,Potato,0.0,0.0,Rabi_Potato_Boro
2021-12-16,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,23.16,11.97,46.6,19.87,3,1.434,-1.146,58,Potato,0.0,0.0,Rabi_Potato_Boro
2021-12-17,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,24.7,13.52,49.1,21.86,1,1.35,-1.106,59,Potato,0.0,0.0,Rabi_Potato_Boro
2021-12-18,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,28.45,10.73,39.4,22.04,1,1.302,-0.991,60,Potato,0.0,0.0,Rabi_Potato_Boro
2021-12-19,Gangetic_New_Alluvial_Zone,Nadia,23.4,88.5,0.0,24.19,13.02,49.8,22.37,4,1.716,-1.078,61,Potato,0.0,0.0,Rabi_Potato_Boro
