model_district,block_lgd_code,gp_lgd_code,gp_name,centroid_lat,centroid_lon,elevation_m
Jalpaiguri,2178,109762,Baropatia Nutanbos,26.63885,88.6367,101.0
Jalpaiguri,2178,109763,Belakoba,26.5693,88.60635,96.0
Jalpaiguri,2178,109764,Boalmari-Nandanpur,26.41393,88.78884,76.0
Jalpaiguri,2178,109765,Garalbari,26.42417,88.65287,80.0
Jalpaiguri,2178,109770,Nagar Berubari,26.40472,88.68264,75.0
Jalpaiguri,2178,109771,Paharpur,26.57806,88.72735,90.0
Jalpaiguri,2178,109773,South Berubari,26.28638,88.67998,66.0
Jhargram,2441,110234,Banspahari,22.73425,86.61812,234.0
Jhargram,2441,110235,Belpahari,22.6456,86.76114,142.0
Jhargram,2441,110236,Bhelaidiha,22.66706,86.82588,107.0
Jhargram,2441,110237,Bhulaveda,22.70965,86.70593,152.0
Jhargram,2441,110238,Ergoda,22.57429,86.83319,92.0
Jhargram,2441,110239,Harda,22.60817,86.94345,69.0
Jhargram,2441,110240,Kanko,22.60924,86.86923,104.0
Jhargram,2441,110241,Sandapara,22.59536,86.75786,123.0
Jhargram,2441,110242,Shilda,22.60883,86.82438,99.0
Jhargram,2441,110243,Shimulpal,22.63123,86.68125,213.0
Jhargram,2442,110224,Andharia,22.52721,86.97406,65.0
Jhargram,2442,110225,Baita,22.50533,87.06522,47.0
Jhargram,2442,110226,Belatikri,22.56996,87.00178,60.0
Jhargram,2442,110227,Binpur,22.55969,86.93039,79.0
Jhargram,2442,110228,Dahijuri,22.50935,87.01102,57.0
Jhargram,2442,110229,Dharampur,22.54687,87.06339,58.0
Jhargram,2442,110230,Lalgarh,22.6028,87.06112,86.0
Jhargram,2442,110231,Nepura,22.63601,86.98301,58.0
Jhargram,2442,110232,Ramgarh,22.67431,87.07158,99.0
Jhargram,2442,110233,Sijua,22.64291,87.03767,79.0
Jhargram,2454,110376,Aguiboni,22.3251,86.99709,59.0
Jhargram,2454,110377,Bandhgora,22.43883,87.07191,62.0
Jhargram,2454,110378,Chandri,22.33207,86.93602,73.0
Jhargram,2454,110379,Chubka,22.38628,87.17671,44.0
Jhargram,2454,110380,Dudhkundi,22.3518,87.07346,82.0
Jhargram,2454,110381,Lodhasuli,22.33236,87.06332,59.0
Jhargram,2454,110382,Manikpara,22.39314,87.10809,54.0
Jhargram,2454,110383,Nedabahara,22.37147,86.98172,96.0
Jhargram,2454,110384,Patashimul,22.30745,86.99191,69.0
Jhargram,2454,110385,Radhanagar,22.46829,86.99874,76.0
Jhargram,2454,110386,Sapdhara,22.40784,86.94615,97.0
Jhargram,2454,110387,Sardiha,22.38139,87.15269,52.0
Jhargram,2454,110388,Shalboni,22.36739,87.05007,88.0
Jhargram,2455,110366,Chilkigarh,22.40729,86.86004,61.0
Jhargram,2455,110367,Chinchra,22.3348,86.88486,55.0
Jhargram,2455,110368,Dharsa,22.53286,86.80032,90.0
Jhargram,2455,110369,Dubra,22.47202,86.91883,79.0
Jhargram,2455,110370,Gidhni,22.47731,86.84452,97.0
Jhargram,2455,110371,Jamboni,22.42232,86.89865,82.0
Jhargram,2455,110372,Kapgari,22.51435,86.89793,81.0
Jhargram,2455,110373,Kendadangri,22.35222,86.87376,57.0
Jhargram,2455,110374,Lalbandh,22.4464,86.79936,76.0
Jhargram,2455,110375,Parihati,22.527,86.83662,84.0
Jhargram,2456,110352,Beliabera,22.25816,86.96707,51.0
Jhargram,2456,110353,Chorchita,22.22553,86.83527,39.0
Jhargram,2456,110354,Kharbandhi,22.26283,87.02684,46.0
Jhargram,2456,110355,Kuliana,22.23023,86.93204,45.0
Jhargram,2456,110356,Nota,22.24112,86.85187,56.0
Jhargram,2456,110357,Petbindhi,22.21427,87.01347,36.0
Jhargram,2456,110358,Tapshia,22.26873,86.90254,55.0
Jhargram,2457,110359,Alampur,22.18697,86.96143,40.0
Jhargram,2457,110360,Amarda,22.18905,86.78094,49.0
Jhargram,2457,110361,Gopiballavpur,22.19634,86.90832,39.0
Jhargram,2457,110362,Kendugari,22.13485,86.91025,88.0
Jhargram,2457,110363,Saria,22.15357,86.84758,80.0
Jhargram,2457,110364,Satma,22.18329,86.74189,68.0
Jhargram,2457,110365,Shashrha,22.18098,86.8125,53.0
Jhargram,2458,110459,Ara,21.90971,87.04993,32.0
Jhargram,2458,110460,Baligeria,21.95286,87.09808,57.0
Jhargram,2458,110461,Barakhakri,22.11304,87.07343,50.0
Jhargram,2458,110462,Baranegui,22.0174,87.05881,53.0
Jhargram,2458,110463,Berajal,21.95079,87.1421,59.0
Jhargram,2458,110464,Chandabilla,22.08627,87.01413,75.0
Jhargram,2458,110465,Chandrarekha,21.95594,87.04475,49.0
Jhargram,2458,110466,Jamirapal,21.98161,87.20051,29.0
Jhargram,2458,110467,Kharikamathani,22.00822,87.12031,59.0
Jhargram,2458,110468,Malam,22.06803,87.12064,59.0
Jhargram,2458,110469,Nayagram,22.02965,87.17201,41.0
Jhargram,2458,110470,Patina,22.15014,86.99454,62.0
Jhargram,2459,110504,Andhari,22.18055,87.06958,35.0
Jhargram,2459,110505,Chhatri,22.23618,87.11151,52.0
Jhargram,2459,110506,Dhanghori,22.25237,87.07243,50.0
Jhargram,2459,110507,Khudmorai,22.26176,87.19748,49.0
Jhargram,2459,110508,Kultikri,22.16789,87.15274,35.0
Jhargram,2459,110509,Laudaha,22.13299,87.12862,34.0
Jhargram,2459,110510,Pathra,22.28696,87.15529,72.0
Jhargram,2459,110511,Ragrah,22.18843,87.04013,32.0
Jhargram,2459,110512,Rohini,22.17608,87.09643,40.0
Jhargram,2459,110513,Sankrail,22.21096,87.15033,64.0
Murshidabad,2223,110610,Arjunpur,24.71799,87.93704,30.0
Murshidabad,2223,110611,Bahadurpur,24.75644,87.85549,36.0
Murshidabad,2223,110612,Beniagram,24.78029,87.92481,30.0
Murshidabad,2223,110613,Bewa-I,24.82059,87.89541,26.0
Murshidabad,2223,110614,Bewa-Ii,24.78745,87.89262,27.0
Murshidabad,2223,110615,Imamnagar,24.73689,87.90398,30.0
Murshidabad,2223,110616,Mahadebnagar,24.69297,87.9227,24.0
Murshidabad,2223,110617,Maheshpur,24.7108,87.94523,18.0
Murshidabad,2223,110618,Nayansukh,24.73957,87.9454,22.0
Murshidabad,2224,110743,Bhasaipaikar,24.63808,87.91644,27.0
Murshidabad,2224,110744,Bogdadnagar,24.65133,87.96345,27.0
Murshidabad,2224,110745,Chachanda,24.63147,87.97751,27.0
Murshidabad,2224,110746,Dogachhi Napara,24.61679,87.93714,22.0
Murshidabad,2224,110747,Gajinagar Malancha,24.67488,87.91296,29.0
Murshidabad,2224,110748,Kanchantala,24.66526,87.95059,28.0
Murshidabad,2224,110749,Nimtita,24.64396,88.01183,18.0
Murshidabad,2224,110750,Pratapganj,24.64393,87.97037,24.0
Murshidabad,2225,110752,Ahiran,24.52219,88.03672,21.0
Murshidabad,2225,110753,Bahutali,24.5589,87.91727,25.0
Murshidabad,2225,110754,Bansabati,24.48961,88.00143,17.0
Murshidabad,2225,110755,Harua,24.53663,87.97008,21.0
Murshidabad,2225,110756,Nurpur,24.54581,88.0817,17.0
Murshidabad,2225,110757,Sadikpur,24.55079,88.04614,26.0
Murshidabad,2226,110761,Jagtai-I,24.62817,88.0239,26.0
Murshidabad,2226,110762,Jagtai-Ii,24.61411,88.0118,24.0
Murshidabad,2226,110763,Kasimnagar,24.6051,87.97895,25.0
Murshidabad,2226,110764,Laxmipur,24.5801,88.0521,26.0
Murshidabad,2226,110765,Mahesail-I,24.59513,88.00857,24.0
Murshidabad,2226,110766,Mahesail-Ii,24.5631,88.00582,25.0
Murshidabad,2226,110767,Umrapur,24.59059,87.9395,21.0
Murshidabad,2227,110701,Dafarpur,24.44361,88.07015,23.0
Murshidabad,2227,110702,Jamuar,24.41331,88.0005,33.0
Murshidabad,2227,110703,Jarur,24.43387,88.03841,37.0
Murshidabad,2227,110704,Kanupur,24.46903,88.03072,23.0
Murshidabad,2227,110705,Mirjapur,24.39623,88.07625,31.0
Murshidabad,2227,110706,Raninagar,24.4299,88.10148,22.0
Murshidabad,2228,110707,Barasimul Dayarampur,24.49023,88.13034,21.0
Murshidabad,2228,110708,Giria,24.51421,88.08348,16.0
Murshidabad,2228,110709,Jotkamal,24.46374,88.09492,26.0
Murshidabad,2228,110710,Kasiadanga,24.41685,88.12382,23.0
Murshidabad,2228,110711,Lakshmijola,24.41375,88.14711,21.0
Murshidabad,2228,110712,Mitipur,24.48535,88.08683,26.0
Murshidabad,2228,110713,Sammatinagar,24.45344,88.10973,27.0
Murshidabad,2228,110714,Sekalipur,24.45824,88.17554,20.0
Murshidabad,2228,110715,Sekendra,24.49909,88.06656,29.0
Murshidabad,2228,110716,Teghari-I,24.44662,88.13667,26.0
Murshidabad,2229,110661,Airmari Krishnapur,24.37488,88.30746,23.0
Murshidabad,2229,110662,Bahadurpur,24.41747,88.23029,27.0
Murshidabad,2229,110663,Bilborakopra,24.44454,88.23202,26.0
Murshidabad,2229,110664,Dewansarai,24.36844,88.23424,19.0
Murshidabad,2229,110665,Jasaitala,24.36082,88.26969,22.0
Murshidabad,2229,110666,Kalmegha,24.41224,88.27068,23.0
Murshidabad,2229,110667,Lalgola,24.42429,88.2633,22.0
Murshidabad,2229,110668,Maiya,24.42134,88.19228,26.0
Murshidabad,2229,110669,Manikchak,24.39348,88.30412,21.0
Murshidabad,2229,110670,Nashipur,24.39999,88.17224,24.0
Murshidabad,2229,110671,Paikapara,24.36789,88.19509,22.0
Murshidabad,2229,110672,Ramchandrapur,24.39323,88.26739,24.0
Murshidabad,2230,110732,Balia,24.33659,88.15328,22.0
Murshidabad,2230,110733,Bannyeswar,24.35969,87.99727,36.0
Murshidabad,2230,110734,Barala,24.25733,88.13494,39.0
Murshidabad,2230,110735,Bokhara-I,24.30336,88.04787,25.0
Murshidabad,2230,110736,Bokhara-Ii,24.27567,88.04689,28.0
Murshidabad,2230,110737,Gobordhandanga,24.26305,88.21202,20.0
Murshidabad,2230,110738,Kabilpur,24.33804,88.19745,21.0
Murshidabad,2230,110739,Monigram,24.36188,88.10878,38.0
Murshidabad,2230,110740,Moregram,24.33787,88.04064,32.0
Murshidabad,2230,110741,Patkeldanga,24.3006,88.18681,24.0
Murshidabad,2230,110742,Sagardighi,24.30978,88.10802,40.0
Murshidabad,2231,110561,Bhagawangola,24.3198,88.29231,21.0
Murshidabad,2231,110562,Habaspur,24.35225,88.30037,21.0
Murshidabad,2231,110563,Hanumantanagar,24.35411,88.39863,17.0
Murshidabad,2231,110565,Kuthirampur,24.29335,88.26526,20.0
Murshidabad,2231,110566,Mahammadpur,24.28953,88.33497,21.0
Murshidabad,2231,110567,Mahisasthali,24.27943,88.30501,19.0
Murshidabad,2231,110568,Sundarpur,24.32582,88.25766,23.0
Murshidabad,2232,110555,Akheriganj,24.31807,88.44082,14.0
Murshidabad,2232,110556,Amdahara,24.24534,88.33248,20.0
Murshidabad,2232,110557,Baligram,24.26802,88.37572,21.0
Murshidabad,2232,110558,Kharibona,24.29661,88.3904,21.0
Murshidabad,2232,110560,Saralpur,24.26148,88.41306,21.0
Murshidabad,2233,110723,Kalinagar-I,24.30002,88.53542,21.0
Murshidabad,2233,110724,Kalinagar-Ii,24.22271,88.53929,23.0
Murshidabad,2233,110725,Katlamari-I,24.30704,88.58239,20.0
Murshidabad,2233,110726,Katlamari-Ii,24.27546,88.61207,20.0
Murshidabad,2233,110727,Malibari-I,24.28849,88.50799,20.0
Murshidabad,2233,110728,Malibari-Ii,24.22206,88.51752,24.0
Murshidabad,2233,110729,Rajapur,24.28232,88.65917,15.0
Murshidabad,2233,110730,Raninagar-I,24.21528,88.57227,22.0
Murshidabad,2233,110731,Raninagar-Ii,24.25161,88.58633,20.0
Murshidabad,2234,110629,Choapara,24.11273,88.68688,24.0
Murshidabad,2234,110630,Debipur,24.24704,88.66513,20.0
Murshidabad,2234,110631,Faridpur,24.12547,88.60326,19.0
Murshidabad,2234,110632,Ghoshpara,24.17102,88.71411,11.0
Murshidabad,2234,110633,Jalangi,24.13569,88.67957,20.0
Murshidabad,2234,110634,Katabari,24.23668,88.63485,19.0
Murshidabad,2234,110635,Khayramari,24.18623,88.6542,18.0
Murshidabad,2234,110636,Sadikhanderah,24.12581,88.64643,21.0
Murshidabad,2234,110637,Sagarpara,24.1924,88.70965,19.0
Murshidabad,2234,110638,Sahebnagar,24.2607,88.71678,20.0
Murshidabad,2235,110598,Bhagirathpur,24.0736,88.50739,19.0
Murshidabad,2235,110599,Dhulauri,24.19425,88.59889,23.0
Murshidabad,2235,110601,Garaimari,24.06005,88.60057,19.0
Murshidabad,2235,110602,Garibpur,23.96968,88.5073,23.0
Murshidabad,2235,110603,Ghoramara,24.01615,88.60131,20.0
Murshidabad,2235,110606,Juranpur,24.01041,88.52622,21.0
Murshidabad,2235,110607,Madhurkul,24.04796,88.52933,18.0
Murshidabad,2235,110608,Raipur,24.08879,88.62537,22.0
Murshidabad,2235,110609,Sarangpur,24.11445,88.49659,17.0
Murshidabad,2236,110717,Herampur,24.21789,88.49099,21.0
Murshidabad,2236,110718,Hurshi,24.28716,88.47176,21.0
Murshidabad,2236,110719,Islampurchak,24.16041,88.49249,24.0
Murshidabad,2236,110720,Lochanpur,24.25172,88.44435,20.0
Murshidabad,2236,110721,Paharpur,24.21653,88.42526,21.0
Murshidabad,2236,110722,Tenkaraipur Balumati,24.18819,88.46273,19.0
Murshidabad,2237,110673,Bahadurpur,24.25788,88.27533,21.0
Murshidabad,2237,110674,Dahapara,24.16678,88.24898,22.0
Murshidabad,2237,110675,Dangapara,24.18456,88.39413,21.0
Murshidabad,2237,110676,Kapasdanga,24.20581,88.30782,17.0
Murshidabad,2237,110677,Mukundabagh,24.21776,88.23924,19.0
Murshidabad,2237,110678,Natungram,24.14451,88.28153,24.0
Murshidabad,2237,110679,Prasadpur,24.15496,88.31849,19.0
Murshidabad,2237,110680,Tentulia,24.2003,88.35314,18.0
Murshidabad,2238,110681,Amarkundu,24.12331,88.15242,26.0
Murshidabad,2238,110682,Gurapashla,24.22326,88.05716,27.0
Murshidabad,2238,110683,Hajbibidanga,24.18341,88.02818,19.0
Murshidabad,2238,110684,Kiriteswari,24.19616,88.20226,33.0
Murshidabad,2238,110685,Mahurul,24.14452,88.09265,16.0
Murshidabad,2238,110686,Nabagram,24.21463,88.10393,34.0
Murshidabad,2238,110687,Narayanpur,24.18605,88.15027,36.0
Murshidabad,2238,110688,Panchgram,24.21273,88.01469,26.0
Murshidabad,2238,110689,Rasulpur,24.16049,88.03015,21.0
Murshidabad,2238,110690,Shibpur,24.13749,88.18741,16.0
Murshidabad,2239,110649,Balia,24.00938,88.03862,18.0
Murshidabad,2239,110650,Eroali,24.04219,87.93924,32.0
Murshidabad,2239,110651,Indrani,24.13409,88.01522,24.0
Murshidabad,2239,110652,Jaipur,24.1227,87.96667,24.0
Murshidabad,2239,110653,Jhilli,24.15685,87.97537,22.0
Murshidabad,2239,110654,Khargram,24.03458,87.99042,26.0
Murshidabad,2239,110655,Kirtipur,24.08077,87.98076,25.0
Murshidabad,2239,110656,Mahisar,23.99794,88.00172,26.0
Murshidabad,2239,110657,Margram,24.05804,88.02597,20.0
Murshidabad,2239,110658,Padamkandi,24.14627,87.92648,22.0
Murshidabad,2239,110659,Parulia,24.09472,87.9262,30.0
Murshidabad,2239,110660,Sadal,24.10447,88.04638,19.0
Murshidabad,2240,110639,Andulia,23.97587,88.08387,18.0
Murshidabad,2240,110640,Gokarna-I,24.03331,88.11658,19.0
Murshidabad,2240,110641,Gokarna-Ii,24.03642,88.14843,16.0
Murshidabad,2240,110642,Hizole,23.96569,88.12671,17.0
Murshidabad,2240,110643,Jashahari Anukha-I,23.92932,88.00443,23.0
Murshidabad,2240,110644,Jashahari Anukha-Ii,23.95412,88.02365,23.0
Murshidabad,2240,110645,Kumarsanda,24.06957,88.08445,22.0
Murshidabad,2240,110646,Mahalandi-I,24.08477,88.12401,30.0
Murshidabad,2240,110647,Mahalandi-Ii,24.08184,88.1568,25.0
Murshidabad,2240,110648,Purandarpur,24.00178,88.07714,17.0
Murshidabad,2241,110538,Bhakuri-I,24.09041,88.25743,25.0
Murshidabad,2241,110539,Bhakuri-Ii,24.03024,88.24095,20.0
Murshidabad,2241,110540,Chhaighari,24.15186,88.4078,19.0
Murshidabad,2241,110541,Daulatabad,24.11328,88.40271,21.0
Murshidabad,2241,110542,Gurudaspur,24.12716,88.36501,22.0
Murshidabad,2241,110543,Haridasmati,24.05474,88.23534,19.0
Murshidabad,2241,110544,Hatinagar,24.11211,88.32066,17.0
Murshidabad,2241,110545,Madanpur,24.13033,88.44901,23.0
Murshidabad,2241,110546,Manindranagar,24.10994,88.27874,23.0
Murshidabad,2241,110547,Naodapanur,24.03351,88.28776,17.0
Murshidabad,2241,110548,Niyallispara Goaljan,24.1333,88.22728,20.0
Murshidabad,2241,110550,Radharghat-Ii,24.08429,88.19698,22.0
Murshidabad,2241,110551,Rajdharpara,24.07532,88.31039,19.0
Murshidabad,2241,110552,Rangamati Chandpara,24.02504,88.19508,16.0
Murshidabad,2241,110553,Sahajadpur,24.06198,88.20311,22.0
Murshidabad,2241,110554,Satui Chaurigachha,23.96165,88.18577,19.0
Murshidabad,2242,110619,Beharia,23.9625,88.38133,16.0
Murshidabad,2242,110620,Choa,24.01406,88.44201,17.0
Murshidabad,2242,110621,Dharampur,24.09269,88.46344,19.0
Murshidabad,2242,110622,Hariharpara,24.05959,88.41243,20.0
Murshidabad,2242,110623,Humaipur,24.00172,88.33553,20.0
Murshidabad,2242,110624,Khidirpur,24.03941,88.35046,19.0
Murshidabad,2242,110625,Malopara,24.02818,88.47816,17.0
Murshidabad,2242,110626,Raipur,24.07551,88.36784,19.0
Murshidabad,2242,110627,Rukunpur,23.99261,88.39889,18.0
Murshidabad,2242,110628,Swaruppur,24.06214,88.46315,18.0
Murshidabad,2243,110691,Bali-I,23.83693,88.38621,15.0
Murshidabad,2243,110693,Chandpur,23.85078,88.44848,17.0
Murshidabad,2243,110694,Kedarchandpur-I,23.94401,88.33724,16.0
Murshidabad,2243,110695,Kedarchandpur-Ii,23.9203,88.36096,17.0
Murshidabad,2243,110696,Madhupur,23.96734,88.46909,18.0
Murshidabad,2243,110697,Naoda,23.90701,88.45421,21.0
Murshidabad,2243,110698,Patikabari,23.87676,88.44564,15.0
Murshidabad,2243,110699,Raipur,23.93199,88.40664,16.0
Murshidabad,2243,110700,Sarangpur,23.8808,88.37361,15.0
Murshidabad,2244,110514,Begunbari,23.91837,88.28145,20.0
Murshidabad,2244,110515,Bhabta-I,23.97436,88.24253,19.0
Murshidabad,2244,110516,Bhabta-Ii,23.96339,88.24726,22.0
Murshidabad,2244,110517,Chaitanyapur-I,23.99028,88.29959,20.0
Murshidabad,2244,110518,Chaitanyapur-Ii,23.93541,88.3098,16.0
Murshidabad,2244,110519,Debkundu,23.93701,88.24804,21.0
Murshidabad,2244,110520,Kapasdanga,23.89845,88.27957,16.0
Murshidabad,2244,110521,Madda,23.95296,88.27791,18.0
Murshidabad,2244,110522,Mahula-I,24.00633,88.22334,19.0
Murshidabad,2244,110523,Mahula-Ii,24.00605,88.27167,20.0
Murshidabad,2244,110524,Mirjapur-I,23.90617,88.21206,19.0
Murshidabad,2244,110525,Mirjapur-Ii,23.94378,88.21505,21.0
Murshidabad,2244,110526,Sujapur-Kumarpur,23.96981,88.20669,19.0
Murshidabad,2245,110527,Andulbaria-I,23.83013,88.32346,15.0
Murshidabad,2245,110528,Andulbaria-Ii,23.82517,88.2863,19.0
Murshidabad,2245,110529,Dadpur,23.8765,88.25917,19.0
Murshidabad,2245,110530,Kamnagar,23.89917,88.19975,19.0
Murshidabad,2245,110531,Kashipur,23.86578,88.31881,16.0
Murshidabad,2245,110532,Ramnagar Bachara,23.79125,88.21561,17.0
Murshidabad,2245,110533,Rampara-I,23.83644,88.24158,19.0
Murshidabad,2245,110534,Rampara-Ii,23.85687,88.24801,16.0
Murshidabad,2245,110535,Shaktipur,23.86019,88.18508,18.0
Murshidabad,2245,110536,Somepara-I,23.82418,88.22378,17.0
Murshidabad,2245,110537,Somepara-Ii,23.82766,88.18827,16.0
Murshidabad,2246,110577,Kagram,23.75629,88.14559,25.0
Murshidabad,2246,110578,Malihati,23.81917,88.10285,18.0
Murshidabad,2246,110579,Salar,23.76893,88.09348,24.0
Murshidabad,2246,110580,Salu,23.80705,88.06022,22.0
Murshidabad,2246,110581,Simulia,23.75368,88.06479,26.0
Murshidabad,2246,110582,Talibpur,23.78421,88.15412,17.0
Murshidabad,2246,110583,Tenya-Baidyapur,23.82053,88.14884,18.0
Murshidabad,2247,110569,Alugram,23.91784,88.09653,17.0
Murshidabad,2247,110570,Amlai,23.90005,88.15566,16.0
Murshidabad,2247,110571,Bharatpur,23.87135,88.07865,24.0
Murshidabad,2247,110572,Gadda,23.86054,88.00603,23.0
Murshidabad,2247,110573,Gundiria,23.91289,88.04758,21.0
Murshidabad,2247,110574,Jajan,23.89825,88.02529,21.0
Murshidabad,2247,110575,Sijgram,23.8657,88.12701,18.0
Murshidabad,2247,110576,Talgram,23.84652,88.0412,24.0
Murshidabad,2248,110584,Biprasekhar,23.94466,87.88636,33.0
Murshidabad,2248,110585,Burwan-I,23.93074,87.93653,31.0
Murshidabad,2248,110586,Burwan-Ii,23.90129,87.9438,26.0
Murshidabad,2248,110587,Kalyanpur-I,24.01733,87.91074,31.0
Murshidabad,2248,110588,Kalyanpur-Ii,24.01413,87.88102,34.0
Murshidabad,2248,110589,Kharjuna,23.99106,87.95238,30.0
Murshidabad,2248,110590,Kuli,23.95655,87.96878,25.0
Murshidabad,2248,110591,Kurunnorun,23.86511,87.90507,31.0
Murshidabad,2248,110592,Panchthupi,23.89201,87.97931,23.0
Murshidabad,2248,110593,Sabaldaha,23.96992,87.91498,30.0
Murshidabad,2248,110594,Sabalpur,23.91476,87.97565,24.0
Murshidabad,2248,110595,Sahora,23.89836,87.88474,31.0
Murshidabad,2248,110596,Sundarpur,23.85321,87.9537,23.0
Nadia,2299,110833,Harekrishnapur,24.05316,88.66701,21.0
Nadia,2299,110834,Hogolberia,24.03068,88.71493,18.0
Nadia,2299,110835,Jamasherpur,23.99097,88.67864,21.0
Nadia,2299,110836,Karimpur-I,23.96291,88.61121,16.0
Nadia,2299,110837,Karimpur-Ii,23.97447,88.648,23.0
Nadia,2299,110838,Madhugari,24.06497,88.7108,17.0
Nadia,2299,110839,Pipulbaria,23.9341,88.70436,18.0
Nadia,2299,110840,Shikarpur,23.9768,88.73135,20.0
Nadia,2300,110841,Dhoradaha-I,23.99984,88.58951,24.0
Nadia,2300,110842,Dhoradaha-Ii,23.97694,88.57399,17.0
Nadia,2300,110843,Dighal Kandi,23.89921,88.64181,20.0
Nadia,2300,110844,Murutia,23.92753,88.66597,20.0
Nadia,2300,110845,Nandanpur,23.89067,88.57185,17.0
Nadia,2300,110846,Narayanpur-I,23.92796,88.48534,19.0
Nadia,2300,110847,Narayanpur-Ii,23.88382,88.50351,14.0
Nadia,2300,110848,Natidanga-I,23.97303,88.53466,23.0
Nadia,2300,110849,Natidanga-Ii,23.94402,88.53918,21.0
Nadia,2300,110850,Rahamatpur,23.9273,88.58482,19.0
Nadia,2301,110934,Batai-I,23.81425,88.56792,23.0
Nadia,2301,110935,Betai-Ii,23.79224,88.53561,15.0
Nadia,2301,110936,Chanderghat,23.69247,88.48683,15.0
Nadia,2301,110937,Chhitka,23.85227,88.55061,18.0
Nadia,2301,110938,Kanainagar,23.84902,88.50236,20.0
Nadia,2301,110939,Natna,23.74618,88.55526,16.0
Nadia,2301,110940,Patharghata-I,23.67084,88.55092,17.0
Nadia,2301,110941,Pathatghata-Ii,23.69418,88.5454,15.0
Nadia,2301,110942,Raghunathpur,23.76225,88.49451,16.0
Nadia,2301,110943,Shyamnagar,23.80125,88.49512,16.0
Nadia,2301,110944,Tehatta,23.71999,88.51554,16.0
Nadia,2302,110945,Barnia,23.72528,88.42621,17.0
Nadia,2302,110946,Gopinathpur,23.81875,88.44611,19.0
Nadia,2302,110947,Hanspukuria,23.73585,88.48215,15.0
Nadia,2302,110948,Palasipara,23.77382,88.44301,16.0
Nadia,2302,110949,Palsunda-I,23.76571,88.39165,18.0
Nadia,2302,110950,Palsunda-Ii,23.73102,88.36684,15.0
Nadia,2302,110951,Sahebnagar,23.80039,88.38425,15.0
Nadia,2303,110818,Barachandghar,23.78166,88.33068,18.0
Nadia,2303,110819,Debagram,23.6895,88.31404,21.0
Nadia,2303,110820,Faridpur,23.62845,88.21708,17.0
Nadia,2303,110821,Gobra,23.6639,88.1625,17.0
Nadia,2303,110822,Hatgachha,23.69411,88.25076,18.0
Nadia,2303,110823,Juranpur,23.69488,88.20192,18.0
Nadia,2303,110824,Kaliganj,23.73852,88.23589,18.0
Nadia,2303,110825,Matiari,23.65752,88.20519,16.0
Nadia,2303,110826,Mira-I,23.78906,88.28916,17.0
Nadia,2303,110827,Mira-Ii,23.75077,88.30546,18.0
Nadia,2303,110828,Palitbegia,23.66487,88.28436,21.0
Nadia,2303,110829,Panighata,23.72274,88.31299,15.0
Nadia,2303,110830,Plassey-I,23.75571,88.26915,17.0
Nadia,2303,110831,Plassey-Ii,23.792,88.24137,19.0
Nadia,2303,110832,Rajarmpur Ghoraikhetra,23.63681,88.26446,16.0
Nadia,2304,110885,Bethuadahari-I,23.60163,88.38403,21.0
Nadia,2304,110886,Bethuadahari-Ii,23.63886,88.37941,16.0
Nadia,2304,110887,Bikrampur,23.63509,88.34241,15.0
Nadia,2304,110888,Bilkumari,23.67956,88.40828,15.0
Nadia,2304,110889,Billwagram,23.57552,88.38054,16.0
Nadia,2304,110890,Birpur-I,23.60321,88.48631,12.0
Nadia,2304,110891,Birpur-Ii,23.59271,88.43824,14.0
Nadia,2304,110892,Dhananjaypur,23.66311,88.46277,16.0
Nadia,2304,110893,Dharmada,23.54609,88.38784,19.0
Nadia,2304,110894,Dogachhia,23.58089,88.48473,15.0
Nadia,2304,110895,Haranagar,23.67448,88.36469,14.0
Nadia,2304,110896,Majhergram,23.61047,88.29852,15.0
Nadia,2304,110897,Muragachha,23.54502,88.43623,16.0
Nadia,2304,110898,Nakashipara,23.57142,88.32285,15.0
Nadia,2304,110899,Patikabari,23.62928,88.41761,13.0
Nadia,2305,110785,Alfa,23.58758,88.55635,13.0
Nadia,2305,110786,Bagberia,23.48598,88.65014,10.0
Nadia,2305,110787,Brittihuda,23.55318,88.52034,14.0
Nadia,2305,110788,Chapra-Ii,23.51479,88.56382,13.0
Nadia,2305,110789,Hatisala-I,23.63789,88.50831,13.0
Nadia,2305,110790,Hatisala-Ii,23.61062,88.52012,14.0
Nadia,2305,110791,Hatkhola,23.57979,88.62166,15.0
Nadia,2305,110792,Hridaypur,23.62124,88.57158,15.0
Nadia,2305,110793,Kalinga,23.49764,88.59838,16.0
Nadia,2305,110794,Mahatpur,23.48167,88.52809,14.0
Nadia,2305,110795,Maheshpur,23.52634,88.66323,9.0
Nadia,2305,110796,Pipragachhi,23.54085,88.60312,11.0
Nadia,2305,244953,Chapra-I,23.53109,88.54508,16.0
Nadia,2306,110870,Belpukur,23.47375,88.41052,11.0
Nadia,2306,110871,Dhubulia-I,23.47455,88.45726,14.0
Nadia,2306,110872,Dhubulia-Ii,23.44135,88.4871,13.0
Nadia,2306,110873,Noapara-I,23.51028,88.4674,17.0
Nadia,2306,110874,Noapara-Ii,23.51129,88.50524,13.0
Nadia,2306,110875,Sadhanpara-I,23.51472,88.40554,14.0
Nadia,2306,110876,Sadhanpara-Ii,23.49789,88.42678,15.0
Nadia,2307,110877,Bablari,23.42075,88.34539,17.0
